"","year","epiweek","WDIR","GSPD","Salinity","SST","Total_Rain","Mean_Temp","Number of norovirus outbreaks"
"481","2012",9,"S",7.08,29.5,6.77,1.43,2.87,5
"482","2012",10,"S",6.48,29.69,6.99,5.96,4.07,2
"483","2012",11,"S",10.27,29.84,7.01,8.59,4.13,8
"484","2012",12,"S",5.74,29.83,7.19,2.8,3.23,6
"485","2012",13,"S",6.41,29.64,7.31,4.59,6.27,4
"486","2012",14,"S",5.1,28.73,7.37,3.83,5.07,4
"487","2012",15,"W",3.47,28.04,8.84,0.94,7.83,7
"488","2012",16,"S",5.49,29.66,8.83,2.57,8.21,5
"489","2012",17,"S",4.57,29.3,9.13,3.74,10.17,1
"490","2012",18,"S",3.64,29.47,9.6,4.66,9.27,2
"491","2012",19,"W",3.95,29.2,11.25,0,9.96,1
"492","2012",20,"N",5.98,27.5,11.83,0,11.23,0
"493","2012",21,"S",4.47,28.64,11.75,1.87,12.24,2
"494","2012",22,"S",5.16,28.99,12.95,4,13.4,0
"495","2012",23,"S",5.04,28.59,12.43,0.69,11.24,0
"496","2012",24,"S",4.8,28.19,13.17,0.83,13.5,1
"497","2012",25,"S",3.21,27.2,14.12,4.06,14.44,2
"498","2012",26,"S",4.45,26.74,14.6,2.16,14.84,1
"499","2012",27,"W",3.58,25.73,15.44,2.07,14.99,0
"500","2012",28,"W",4.59,22.33,18.88,0,19.63,0
"501","2012",29,"S",4.91,22.84,18.04,0.56,18.57,0
"502","2012",30,"W",3.81,23.37,17.32,0.2,17.01,1
"503","2012",31,"W",3.82,23.26,17.91,0,17.66,0
"504","2012",32,"W",4.51,23.33,17.59,0,18.8,0
"505","2012",33,"W",3.94,23.57,17.32,0,19.53,0
"506","2012",34,"W",3.59,25.2,16.71,0,16.01,0
"507","2012",35,"W",4.42,26.53,15.95,1.07,14.59,1
"508","2012",36,"W",4.28,26.66,15.63,0,15.29,0
"509","2012",37,"W",4.37,26.43,14.31,0.41,12.31,1
"510","2012",38,"W",2.73,27.34,15.05,0,14.63,0
"511","2012",39,"W",2.87,28.1,14.2,0.2,11.93,0
"512","2012",40,"W",3.84,28.31,12.95,0,10.2,0
"513","2012",41,"S",3.29,28.77,12.33,6.59,10.33,3
"514","2012",42,"S",5.96,29.59,9.94,6.77,9.54,1
"515","2012",43,"S",4.87,29.49,9.78,3.06,6.64,2
"516","2012",44,"S",4.14,28.64,10.23,9.97,10.14,3
"517","2012",45,"W",5.04,28.64,9.51,1.71,6.41,4
"518","2012",46,"S",5.42,29.13,9.15,3.63,5.26,5
"519","2012",47,"S",8.43,29.34,8.97,7.01,5.46,5
"520","2012",48,"S",5.86,28.37,8.72,8.51,5.01,2
"521","2012",49,"S",5.71,29.21,8.59,6.71,4.61,5
"522","2012",50,"S",6.56,28.96,8.03,2.59,2.96,6
"523","2012",51,"S",6.51,29.19,7.73,7.59,2.43,4
"524","2012",52,"S",5.17,28.79,7.33,2.94,3.26,10
"525","2013",1,"S",3.6,29.32,7.63,1.29,3.41,13
"526","2013",2,"S",5.84,29.19,7.28,5.63,2.67,10
"527","2013",3,"S",2.35,29.1,6.54,0.31,2.47,9
"528","2013",4,"S",3.77,28.99,6.12,2.33,2.44,7
"529","2013",5,"S",2.62,29.26,6.56,0.33,4.56,3
"530","2013",6,"E",6.37,29.59,6.99,3.24,5.21,7
"531","2013",7,"S",2.98,29.6,7.28,0.9,5.89,4
"532","2013",8,"S",5.79,29.61,7.61,2.53,4.31,4
"533","2013",9,"S",8.15,29.61,7.67,7.03,5.54,7
"534","2013",10,"W",3.64,29.1,7.63,0.83,4.63,7
"535","2013",11,"S",6.25,29.21,7.75,5.79,7.64,1
"536","2013",12,"S",5.78,29.17,7.33,3.8,4.33,3
"537","2013",13,"W",2.87,29.26,8.32,0.01,7.91,4
"538","2013",14,"S",3.71,29.21,9.63,1.91,8.16,1
"539","2013",15,"S",7.03,29.31,8.83,2.63,6.87,0
"540","2013",16,"W",4.38,28.71,9.38,2.09,7.61,2
"541","2013",17,"W",4.28,29.26,10.42,0.93,9.9,0
"542","2013",18,"W",4.85,29.34,10.63,0.71,9.1,3
"543","2013",19,"S",2.78,28.76,13.09,0.36,14.94,0
"544","2013",20,"S",5.11,29.51,12.29,2.66,12.74,0
"545","2013",21,"S",4.09,27.67,13.05,4.57,11.36,0
"546","2013",22,"S",5.47,28.37,13,4.1,11.47,0
"547","2013",23,"W",4.43,24.01,14.44,0.06,14.9,2
"548","2013",24,"S",3.91,24.71,14.79,1.34,13.01,0
"549","2013",25,"S",3.65,24.67,16.05,1.89,16.34,0
"550","2013",26,"S",4.43,24.64,15.87,4.2,16.4,1
"551","2013",27,"W",4.62,20.86,17.1,0,18.56,1
"552","2013",28,"W",4.41,23.43,16.65,0,16.56,2
"553","2013",29,"W",4.09,25.43,17.1,0,18.19,0
"554","2013",30,"W",5.5,25.97,17.47,0,17.6,1
"555","2013",31,"S",2.99,26.64,17.53,0,19.1,0
"556","2013",32,"W",3.87,25.93,19.08,0,18.93,1
"557","2013",33,"S",3.91,26.04,18.14,1.84,17.93,1
"558","2013",34,"S",4.64,27.6,17.6,0.06,17.27,0
"559","2013",35,"S",3.63,27.23,15.78,3.81,16.61,0
"560","2013",36,"W",2.86,26.56,16.82,1.11,16.79,0
"561","2013",37,"W",2.38,26.91,17.7,0,17.24,0
"562","2013",38,"W",3.52,28.03,16.23,4.19,14.47,1
"563","2013",39,"S",6.17,28.2,13.81,7.21,11.53,0
"564","2013",40,"S",6.6,28.26,12.42,5.99,10.53,1
"565","2013",41,"W",4.61,27.34,11.86,1.89,10.17,0
"566","2013",42,"W",2.41,27.16,11.64,0.04,6.84,0
"567","2013",43,"W",1.85,27.47,11.12,0.49,7.44,0
"568","2013",44,"W",5.09,27.83,10.65,6.44,7.34,1
"569","2013",45,"S",4.9,27.99,9.7,3.49,5.99,5
"570","2013",46,"S",4.9,28.33,9.33,1.76,7.4,2
"571","2013",47,"W",3.68,28.33,8.93,1.23,2.33,3
"572","2013",48,"S",2.27,28.37,7.88,0.71,5.53,2
"573","2013",49,"W",5.95,29.84,8.09,0.49,-1.03,5
"574","2013",50,"S",4.76,29.91,7.34,1.11,0.07,9
"575","2013",51,"S",5.6,29.94,7.79,0.54,2.2,6
"576","2013",52,"S",4.63,29.56,7.94,1.36,4,12
"577","2014",1,"S",6,28.77,8.02,2.4,3.35,14
"578","2014",2,"S",5.84,29.19,7.8,11.24,4.09,13
"579","2014",3,"S",2.69,28.13,7.47,0,5.71,8
"580","2014",4,"S",1.58,28.81,7.43,0,3.56,5
"581","2014",5,"S",2.77,28.8,7.44,1.97,2.69,10
"582","2014",6,"S",4.18,29.33,7.03,0,-2.23,4
"583","2014",7,"S",6.32,29.49,7.03,8.7,3.47,6
"584","2014",8,"S",5.91,29.19,7.56,6.61,2.83,7
"585","2014",9,"S",2.22,28.76,7.02,0.57,2.5,12
"586","2014",10,"S",4.66,28.03,6.96,9.51,4.7,10
"587","2014",11,"S",4.23,27.46,7.62,4.76,6,6
"588","2014",12,"S",5.75,29,7.44,2.33,4.57,2
"589","2014",13,"S",4.52,29.2,7.92,5.41,6.96,13
"590","2014",14,"S",5.21,28.71,8.22,2.56,6.67,4
"591","2014",15,"S",3.65,28.39,8.99,0.27,8.84,7
"592","2014",16,"S",5.56,28.67,9.49,4.09,8.86,4
"593","2014",17,"S",5.44,29.29,9.15,2.46,8.03,2
"594","2014",18,"S",4.09,28.79,10.59,0.64,11.2,4
"595","2014",19,"S",3.87,28.44,11.99,1.19,11.3,3
"596","2014",20,"S",3.41,28.46,14.1,0,14.03,4
"597","2014",21,"S",3.58,28.69,15.64,0.8,14.81,1
"598","2014",22,"S",4.36,27.96,15.17,4.21,12.59,0
"599","2014",23,"E",5.73,26.04,14.65,0,13.84,3
"600","2014",24,"E",4.18,27.1,14.75,0.29,14.39,2
"601","2014",25,"S",5.52,26.61,15.61,1.07,14.04,2
"602","2014",26,"S",4.89,25.84,17.32,1.36,16.41,2
"603","2014",27,"S",3.83,26.97,16.95,0.14,16.31,0
"604","2014",28,"E",4.52,26.3,16.75,0,17.5,0
"605","2014",29,"E",5.07,25.44,17.42,0,18.77,1
"606","2014",30,"S",3.78,26.41,17.42,3.46,15.93,0
"607","2014",31,"E",3.58,26.29,18.95,0,18.36,0
"608","2014",32,"E",4.19,26.37,17.57,0,17.13,0
"609","2014",33,"S",3.4,27.36,18.39,0.86,18.14,0
"610","2014",34,"E",3.99,26.86,18.93,0,18.4,2
"611","2014",35,"E",3.66,27.41,17.83,0,17.6,0
"612","2014",36,"S",4.04,28.07,16.63,4.86,15.2,1
"613","2014",37,"S",3.7,28.21,16.23,0,15.47,1
"614","2014",38,"S",2.78,28.57,15.73,0.77,15.81,1
"615","2014",39,"S",4.88,29.21,14.95,3.94,14.96,1
"616","2014",40,"S",2.82,29.11,14.59,0.46,12.46,0
"617","2014",41,"S",2.39,28.76,14.38,1.6,13.94,0
"618","2014",42,"S",7.16,29.71,12.99,6.69,11.34,0
"619","2014",43,"S",5.85,29.37,12.45,18.3,10.86,1
"620","2014",44,"S",5.62,27.76,12.34,3.83,9,0
"621","2014",45,"S",5.46,27.06,11.3,4.06,9.19,0
"622","2014",46,"S",3.92,27.24,10.25,0,2.54,0
"623","2014",47,"W",3.81,27.24,9.41,6.4,3.09,0
"624","2014",48,"S",6.79,28.8,9.84,8.69,5.87,0
"625","2014",49,"W",2.86,27.54,8.47,0.8,0.34,3
"626","2014",50,"E",7.09,28.27,8.8,20.43,7.96,1
"627","2014",51,"E",5.84,26.47,8.86,3.79,4.13,1
"628","2014",52,"S",4.28,27.51,8.9,3.31,5.03,1
"629","2014",53,"W",5.51,27.62,8.07,0.5,1.7,2
"630","2015",1,"W",2.75,28.2,7.72,5.11,2.87,5
"631","2015",2,"S",3.62,27.64,7.71,1.91,4.79,2
"632","2015",3,"E",4.59,28.2,8.06,2.19,5.14,1
"633","2015",4,"W",3.76,28.06,8.41,0.53,4.73,0
"634","2015",5,"E",6,28.06,8.37,12.56,8.04,2
"635","2015",6,"S",4.4,26.89,8.67,7.89,8.7,2
"636","2015",7,"W",2.77,26.87,8.41,0.14,4.61,4
"637","2015",8,"W",3.21,27.27,8.44,3.4,5.06,3
"638","2015",9,"W",2.53,27.53,8.36,0.4,4.23,3
"639","2015",10,"S",4.6,27.51,8.94,3.03,7.27,5
"640","2015",11,"S",4.74,28.29,8.94,5.67,7.5,3
"641","2015",12,"S",5.72,28.76,9.08,4.09,8.63,1
"642","2015",13,"E",6.17,26.64,9.15,5.31,7.89,1
"643","2015",14,"S",4.18,27.76,9.87,0.61,7.03,2
"644","2015",15,"W",5.29,28.17,10.14,1.16,7.49,1
"645","2015",16,"W",4.89,27.1,10.85,1.73,8.39,6
"646","2015",17,"S",5.72,28.06,10.65,0.57,10.63,2
"647","2015",18,"S",3.54,27.57,12.28,0.23,10.4,8
"648","2015",19,"W",3.35,27.17,13.72,1.11,13.06,2
"649","2015",20,"W",3.96,27.47,15.82,0,14.53,2
"650","2015",21,"W",4.34,26.63,16.82,0,14.9,0
"651","2015",22,"W",3.94,26.49,17.4,2.44,15.13,2
"652","2015",23,"N",6.68,26.04,16.33,0,15.46,0
"653","2015",24,"W",3.52,27.6,14.26,0,15.89,1
"654","2015",25,"W",3.71,26.43,16.78,0.43,16.1,1
"655","2015",26,"N",6.37,25.94,17.87,0.37,18.9,1
"656","2015",27,"S",3.38,27.71,15.88,0.07,17.99,1
"657","2015",28,"W",5.48,27.77,16.79,2.1,17.5,0
"658","2015",29,"W",4.41,27.69,16.14,1.37,17.24,4
"659","2015",30,"W",3.59,28.37,17.86,0,18.09,2
"660","2015",31,"W",4.02,27.86,17.23,0.29,17.73,1
"661","2015",32,"W",4,28.33,17.52,0.57,18.66,0
"662","2015",33,"W",4.96,28.4,16.33,0.17,16.11,3
"663","2015",34,"S",3.81,28.61,16.45,0.5,15.69,0
"664","2015",35,"S",4.71,29.67,13.84,1.91,12.26,2
"665","2015",36,"W",3.99,28.39,14.24,0.33,15.01,0
"666","2015",37,"E",5.3,28.4,13.59,2.63,12.5,2
"667","2015",38,"S",5.6,28.89,13.08,7.37,11.97,0
"668","2015",39,"W",3.61,29.09,13.3,0,10.6,0
"669","2015",40,"S",4.85,29.36,12.82,3.97,12.39,1
"670","2015",41,"W",3.04,29.23,12.18,2.54,9.84,0
"671","2015",42,"W",2.73,29.07,12.22,0.89,9.17,0
"672","2015",43,"S",3.99,28.79,11.78,6.37,10.63,1
"673","2015",44,"S",5.15,28.71,11.1,2.03,8.36,0
"674","2015",45,"W",5.07,29.27,10.56,0,8.27,2
"675","2015",46,"W",6.21,28.51,9.91,1.7,6.2,0
"676","2015",47,"W",3.55,28.81,9.25,1.34,4.26,2
"677","2015",48,"S",7.07,29.2,9.3,8.84,6.9,5
"678","2015",49,"E",8.91,29,9.59,10.73,7.04,1
"679","2015",50,"W",5.7,28.64,8.92,4.86,6.36,3
"680","2015",51,"S",6.2,29.01,8.3,6.74,2.31,1
"681","2015",52,"S",4.27,28.74,7.79,0.56,2.22,2
"682","2015",53,"S",2.34,27.83,7.37,0.37,2.27,NA
"683","2016",1,"W",2.26,28.27,6.9,0.4,0.61,7
"684","2016",2,"S",4.48,28.81,7.26,6.73,4.01,8
"685","2016",3,"S",5.93,28.87,8.25,5.99,5.39,3
"686","2016",4,"S",6.42,28.31,8.07,4,6.54,3
"687","2016",5,"S",5.52,27.84,7.74,7.43,4.41,2
"688","2016",6,"S",3.93,27.8,8.13,6.13,5.84,4
"689","2016",7,"S",5.68,28.61,8.24,5.2,6.6,4
"690","2016",8,"S",2.58,26.86,7.8,1.8,4.91,3
"691","2016",9,"S",8.11,27.79,8.37,11.86,8.24,5
"692","2016",10,"S",7.93,27.93,8.3,11.03,6.84,2
"693","2016",11,"S",3.86,26.51,8.29,2.26,5.63,2
"694","2016",12,"S",4.48,26.86,8.43,2.57,7.99,0
"695","2016",13,"S",3.52,27.53,9.68,0.31,9.49,1
"696","2016",14,"S",4.19,27.43,10.66,0.46,10.46,1
"697","2016",15,"S",6.27,27.96,10.44,2.03,9.39,1
"698","2016",16,"W",2.85,27.6,11.61,1.11,13.31,1
"699","2016",17,"W",4.28,27.37,11.92,0.23,9.89,2
"700","2016",18,"W",4.39,26.86,12.83,0.51,13.2,3
"701","2016",19,"W",4.26,27.53,12.94,0,13.04,4
"702","2016",20,"W",4.13,27.57,14.12,0.03,13.76,1
"703","2016",21,"W",4.43,27.44,14.61,1.14,13.87,1
"704","2016",22,"W",3.9,27.29,15.43,0.8,15.23,2
"705","2016",23,"W",4.14,27.11,16.67,1,16.19,0
"706","2016",24,"S",3.52,27.29,15.87,1.43,12.8,2
"707","2016",25,"S",3.38,27.63,16.56,4.14,15.73,0
"708","2016",26,"W",4.52,26.71,17.77,0.97,17.59,0
"709","2016",27,"S",5.39,27.27,17.13,2.29,15.91,3
"710","2016",28,"W",4.2,27.57,16.41,0.91,15.3,1
"711","2016",29,"W",3.09,26.81,17.64,0.34,17.66,1
"712","2016",30,"W",6.33,26.83,19.41,0.39,19.1,0
"713","2016",31,"W",3.62,26.87,16.22,2.69,17.03,0
"714","2016",32,"W",3.47,27.8,17.18,0.74,17.51,0
"715","2016",33,"W",5.36,27.6,17.07,0,18.01,0
"716","2016",34,"W",4.57,27.91,16.07,1.46,15.44,0
"717","2016",35,"S",4.39,28.84,16.53,1.63,15.56,1
"718","2016",36,"W",3.65,29.26,15.05,0.77,14.94,0
"719","2016",37,"W",4.21,28.01,15.51,1.11,14.07,0
"720","2016",38,"W",3.93,28.71,14.06,3.94,12.93,1
"721","2016",39,"W",4.24,28.64,13.4,2.49,10.79,0
"722","2016",40,"S",4.89,29.29,12.49,13.06,11.83,2
"723","2016",41,"S",5.09,28.67,11.78,9.79,8.41,0
"724","2016",42,"E",6.36,29.33,11.12,4.96,9.99,1
"725","2016",43,"E",5.67,28.84,10.84,8.23,10.7,0
"726","2016",44,"E",8.37,27.26,10.7,10.89,9.84,1
"727","2016",45,"E",6.9,25.81,10.72,6.4,11.77,0
"728","2016",46,"S",4.88,26.87,10.16,5.21,6.73,5
"729","2016",47,"S",7.13,26.04,10.02,8.89,6.77,1
"730","2016",48,"S",5.99,26.19,9.15,2.83,4.46,1
"731","2016",49,"W",4.78,26.03,8.59,1,1.29,2
"732","2016",50,"W",4.45,26.29,7.78,0,-1.07,2
"733","2016",51,"S",7.87,26.34,7.42,3.86,3.26,5
"734","2016",52,"S",5.22,27.32,7.6,1.49,2.67,6
"735","2017",1,"S",5.56,27.06,7.13,2.5,-0.03,7
"736","2017",2,"W",3.98,27.26,7.15,0.57,0.51,1
"737","2017",3,"E",7.09,27.41,7.34,10.06,4.37,12
"738","2017",4,"E",4.72,27.26,7.68,1.11,4.46,5
"739","2017",5,"W",5.33,27.66,7.46,3.11,2.27,5
"740","2017",6,"W",4.76,27.4,6.46,4.91,0.91,6
"741","2017",7,"S",5.43,27.56,7.24,6.89,4.1,4
"742","2017",8,"W",3.57,27.03,6.82,0.57,1.83,4
"743","2017",9,"W",5.76,28.36,6.96,1.2,2.89,0
"744","2017",10,"W",4.66,28.41,7.23,2,2.41,2
"745","2017",11,"S",6.98,29.01,7.76,4.49,6.94,2
"746","2017",12,"S",6,28.6,7.36,4.37,5.84,2
"747","2017",13,"E",7.24,29.17,7.79,4.94,7.3,0
"748","2017",14,"S",6.47,28.33,8.58,6.06,7.3,0
"749","2017",15,"S",5.76,28.3,8.24,4.49,6.94,0
"750","2017",16,"S",4.16,28.03,9.39,3.96,8.6,1
"751","2017",17,"S",5.3,28.67,10.46,0.94,8.99,3
"752","2017",18,"S",3.84,27.76,11.07,1.54,10.71,0
"753","2017",19,"S",3.65,27.29,11.74,1.49,9.81,1
"754","2017",20,"S",3.81,28.21,12.25,0.71,10.99,2
"755","2017",21,"W",4.36,23.73,13.49,0,14.44,3
"756","2017",22,"S",5.05,25.5,14.37,1.29,16.34,1
"757","2017",23,"S",3.32,26.93,14.67,1.17,13.7,1
"758","2017",24,"S",5.45,27.74,14.57,3.13,13.66,2
"759","2017",25,"W",4.55,25.56,15.07,1.31,14.7,1
"760","2017",26,"W",4.8,24.61,16.44,0.06,16.8,1
"761","2017",27,"W",3.78,24.54,17.83,0.14,16.51,0
"762","2017",28,"W",4.22,25.73,17.67,0.91,16.44,2
"763","2017",29,"S",4.16,26.5,18.44,0.4,17.66,1
"764","2017",30,"W",4.34,26.11,18.12,1.99,17.43,4
"765","2017",31,"W",4.68,25.91,18.78,1.24,18.77,0
"766","2017",32,"W",3.22,26.06,17.27,0.1,18.59,2
"767","2017",33,"W",4.22,27.61,17.43,0.23,17.04,2
"768","2017",34,"W",2.92,27.5,18.09,4.8,17.59,1
"769","2017",35,"W",3.44,27.43,18.23,0,18.94,0
"770","2017",36,"W",3.47,27.77,18.73,0.76,18.27,0
"771","2017",37,"W",4.51,28.5,15.18,0,14.13,0
"772","2017",38,"W",3.37,28.63,14.33,3.09,11.49,1
"773","2017",39,"S",2.21,28.9,14.32,1.97,13.76,0
"774","2017",40,"W",3.93,28.31,13.46,2.29,9.23,3
"775","2017",41,"W",4.28,28.81,11.92,3.77,7.96,0
"776","2017",42,"S",7.31,29.3,10.59,15.69,9.5,1
"777","2017",43,"S",3.36,29.27,10.45,0.14,8.8,1
"778","2017",44,"W",4.16,28.8,10.5,2.43,4.2,0
"779","2017",45,"S",4.47,28.66,9.22,0.6,3.89,1
"780","2017",46,"S",7.73,29.41,9.09,16.4,5.64,1
"781","2017",47,"S",7.08,29.07,8.93,16.66,8.1,2
"782","2017",48,"S",6.91,28.84,8.97,5.11,6.09,4
"783","2017",49,"S",2.27,27.69,8.3,0.26,2.19,3
"784","2017",50,"W",2.22,27.5,7.68,0.34,1.67,1
"785","2017",51,"W",4.58,27.13,7.74,2.64,0.09,1
"786","2017",52,"W",3.71,27.39,6.93,1.1,0.44,1
"787","2018",1,"W",2.71,28.41,6.92,1.1,1.09,8
"788","2018",2,"S",4.73,28.9,7.26,5.81,3.8,5
"789","2018",3,"E",7.65,28.6,8.32,10.4,7.06,5
"790","2018",4,"S",7.37,28.94,8.17,6.39,4.81,1
"791","2018",5,"S",5.15,28.71,7.68,2.51,3.7,3
"792","2018",6,"W",4.11,28.27,8.03,1.77,5.39,1
"793","2018",7,"S",4.29,28.1,7.7,2.4,3.49,1
"794","2018",8,"W",5.56,28.06,6.68,0.33,-1.23,1
"795","2018",9,"S",5,28.84,7.45,1.29,3.03,3
"796","2018",10,"W",2.19,28.54,7.19,2.81,3.17,4
"797","2018",11,"W",3.33,28.57,7.45,0.77,4.89,4
"798","2018",12,"S",4.16,28.86,7.76,1.29,5.16,7
"799","2018",13,"S",5.07,29.09,7.94,1.2,6.63,5
"800","2018",14,"S",5.72,28.91,7.87,4.46,6.69,6
"801","2018",15,"E",6.52,29.2,8.14,6.71,8.2,2
"802","2018",16,"S",3.88,29.03,9.01,1.43,8.39,3
"803","2018",17,"W",3.09,28.67,10.48,1.8,10.09,0
"804","2018",18,"W",3.31,28.53,11.24,0.54,10.74,0
"805","2018",19,"S",4.35,28.16,12.72,1.26,14.27,1
"806","2018",20,"S",3.08,27.83,14.76,0,15.46,2
"807","2018",21,"W",3.14,26.13,15.6,0,14.77,1
"808","2018",22,"W",4.99,24.31,15.92,1.34,13.89,2
"809","2018",23,"S",4.97,25.67,14.38,0.57,13.09,3
"810","2018",24,"W",3.94,25.09,14.56,1.09,13.17,2
"811","2018",25,"S",3.33,25.46,16.36,0,17.7,0
"812","2018",26,"S",3.42,25.56,16.2,1.56,14.87,2
"813","2018",27,"W",4.55,26.06,16.08,0.11,16.93,0
"814","2018",28,"W",4.43,26.71,17.08,0.71,17.13,0
"815","2018",29,"W",4.58,27.07,16.9,0,18.54,0
"816","2018",30,"W",3.49,27.21,17.24,0,19.66,0
"817","2018",31,"S",2.62,27.6,17.89,0.26,18.37,0
"818","2018",32,"W",3.07,27.54,19.63,0,19.63,0
"819","2018",33,"W",4.61,26.94,19.27,0,17.37,1
"820","2018",34,"W",3.64,26.77,16.78,1,17.24,0
"821","2018",35,"W",3.11,27.5,16.29,0,16.31,0
"822","2018",36,"W",4.19,27.79,17.01,1.69,15.83,0
"823","2018",37,"S",4.68,28.84,14.17,4.44,13.94,0
"824","2018",38,"W",3.9,28.67,13.17,9.03,11.27,0
"825","2018",39,"W",3.26,27.83,13.5,0.71,12.26,0
"826","2018",40,"W",4.09,28.27,12.71,4.76,8.56,0
"827","2018",41,"W",3.57,28.34,11.98,1.69,9.94,0
"828","2018",42,"W",1.76,28.3,11.94,0,7.41,0
"829","2018",43,"S",3.98,28.49,11.33,3.77,8.04,1
"830","2018",44,"E",5.48,29.24,10.4,8.34,8.77,0
"831","2018",45,"W",3.03,28.6,10.35,0.31,6.8,1
"832","2018",46,"S",3.68,28.61,9.89,3.86,6.46,0
"833","2018",47,"S",4.18,28.69,9.4,2.2,4.53,0
"834","2018",48,"S",5.76,28.6,9.58,11.2,7.26,0
"835","2018",49,"W",2.69,27.77,8.29,3.31,1.87,1
"836","2018",50,"S",8.56,29.23,8.68,11.26,6.37,2
"837","2018",51,"E",8.55,27.74,9.01,11.31,6.49,2
"838","2018",52,"S",6.54,28.16,8.33,5.7,4.16,3
"839","2019",1,"E",7.37,28.77,8.32,14.84,5.76,7
"840","2019",2,"S",5.35,28.56,7.85,6.36,5.24,6
"841","2019",3,"S",3.81,24.93,7.79,4.91,3.53,3
"842","2019",4,"S",4.19,27.54,7.93,3.03,4.29,6
"843","2019",5,"S",2.73,27.83,7.72,2.51,3.91,11
"844","2019",6,"W",5.78,28.24,7.11,0,-2.37,0
"845","2019",7,"W",3.87,27.9,6.84,0,-2.59,5
"846","2019",8,"W",5.14,27.97,6.54,0.74,1.03,3
"847","2019",9,"W",4.03,28.06,6.8,0,-0.26,9
"848","2019",10,"W",3.33,28.31,7.45,0,0.21,5
"849","2019",11,"S",5.45,28.4,7.58,2.4,3.6,6
"850","2019",12,"W",2.59,28.64,8.92,0.14,6.81,9
"851","2019",13,"W",2.95,28.21,8.22,1,7.53,13
"852","2019",14,"S",4.67,28.33,9.87,4.09,9.1,4
"853","2019",15,"S",5.16,28.4,9.65,2.83,8.09,1
"854","2019",16,"S",5.19,28.76,9.21,3.66,8.56,2
"855","2019",17,"W",5.95,27.66,10.76,0.51,8.39,3
"856","2019",18,"W",4.05,28.43,11.34,0,9.56,3
"857","2019",19,"W",5.55,28.36,14.63,0,14.34,5
"858","2019",20,"S",3.59,28.56,12.62,1.94,11.74,2
"859","2019",21,"W",5.75,28.33,14.61,1.51,13.91,0
"860","2019",22,"S",3.36,28.09,16.29,0,16.56,0
"861","2019",23,"W",4.52,27.46,14.44,1.57,13.2,1
"862","2019",24,"W",4.17,27.24,15,0.33,14.07,0
"863","2019",25,"W",5.19,27.17,14.63,0.37,14.84,0
"864","2019",26,"S",3.38,26.77,13.42,0.91,12.14,0
"865","2019",27,"W",3.43,27.43,15.76,0.09,15.21,0
"866","2019",28,"S",5.83,27.11,15.28,2.59,15.63,1
"867","2019",29,"W",4.65,26.5,15.74,0.64,15.83,0
"868","2019",30,"W",3.31,26.94,13.63,0.27,14,1
"869","2019",31,"S",5.22,26.94,15.83,4.23,16.13,0
"870","2019",32,"W",3.73,26.67,14.2,0.26,13.06,0
"871","2019",33,"W",4.49,26.73,16.64,0.06,17.66,1
"872","2019",34,"W",4.15,26.59,15.6,1.07,13.61,0
"873","2019",35,"W",3.52,26.99,15.92,0.03,15.9,0
"874","2019",36,"W",4.52,27.3,13.83,0,12.83,0
"875","2019",37,"W",5.19,27.87,16.22,4.57,15.97,0
"876","2019",38,"S",3.7,27.7,14.98,4.97,14.09,2
"877","2019",39,"S",4.3,27.33,13.99,3.43,12.29,0
"878","2019",40,"W",2.86,27.49,12.56,0.86,9.56,1
"879","2019",41,"W",4.35,27.63,10.54,1.77,7,0
"880","2019",42,"E",6.05,27.89,11.71,4.91,9.47,0
"881","2019",43,"S",5.6,27.93,10.91,3.86,8.44,0
"882","2019",44,"W",2.84,28.09,10.16,0,4.89,0
"883","2019",45,"S",2,27.71,10.24,0.63,8.26,1
"884","2019",46,"S",2.66,28,10.38,8.74,8.66,1
"885","2019",47,"S",4.6,27.69,10.13,2.53,7.59,0
"886","2019",48,"W",4.99,28.57,9.86,1,6.44,1
"887","2019",49,"W",3.39,28.16,9.67,3.17,6.06,1
"888","2019",50,"S",4.41,28.17,9.71,2.71,7.7,2
"889","2019",51,"E",8.02,28.66,9.04,10.63,5.26,0
"890","2019",52,"S",6.67,28.77,9.08,1.91,8.29,2
"891","2020",1,"E",8.31,28.95,6.98,14.65,3.83,5
"892","2020",2,"S",7.47,28.4,10.19,11.06,7.56,3
"893","2020",3,"W",7.77,28.53,9.3,2.97,3.44,0
"894","2020",4,"E",8.72,29.01,7.93,11.29,4.56,5
"895","2020",5,"S",6.19,28.64,9.22,8.71,7.66,0
"896","2020",6,"E",5.07,28.57,7.63,5.26,2.63,3
"897","2020",7,"S",3.96,28.06,7.83,0.51,4.81,2
"898","2020",8,"W",2.58,27.63,8,1.89,2.17,5
"899","2020",9,"E",6.97,27.87,8.01,2.23,5.44,1
"900","2020",10,"S",5.14,27.86,8.47,2.57,4.17,2
"901","2020",11,"W",6.25,27.37,8.04,0.63,3.09,1
"902","2020",12,"W",3.33,26.6,9.1,0,4.43,1
"903","2020",13,"S",5.64,27.44,8.84,3.63,5.1,1
"904","2020",14,"S",4.98,28.19,9.17,4.34,5.7,1
"905","2020",15,"W",4.97,27.93,10.78,0,7,0
"906","2020",16,"W",3.24,26.77,11.96,0.09,9.13,1
"907","2020",17,"S",4.1,28.71,11.61,3.46,10.73,0
