,Date,WDIR,WSPD,GSPD,SALINITY..PSU.,DirectValue,Total Rain (mm),Max Temp (??C),Min Temp (??C),Mean Temp (??C),Total Precip (mm)
6070,2020/2/25,130.5,6.15,7.41,28.3,,2,6,2,4,2
6071,2020/2/26,115.25,5.22,6.21,27.7,,0,8.5,1,4.8,0
6072,2020/2/27,119.25,8.02,9.67,28,,0,9,4,6.5,0
6073,2020/2/28,125.17,8.82,10.68,28.6,,10,10,3,6.5,10
6074,2020/2/29,269.71,5.74,7.14,27.9,,0,10.5,-1,4.8,0
6075,2020/3/1,244.74,4.75,5.78,,,2.4,6,-3,1.5,2.4
6076,2020/3/2,116.92,5.05,6.11,27.7,,2.8,6.5,2,4.3,2.8
6077,2020/3/3,188.74,5.56,6.93,28.2,,2,10.5,4.5,7.5,2
6078,2020/3/4,217,3.98,5.08,,,0.4,10.5,0,5.3,0.4
6079,2020/3/5,137.29,10.9,13.46,27.6,,9,9,3.5,6.3,9
6080,2020/3/6,240.12,2.88,3.88,27.4,,1.2,8,-3,2.5,1.2
6081,2020/3/7,179.29,2.83,3.69,27.2,,0.2,5,-1.5,1.8,0.2
6082,2020/3/8,293.83,2.91,3.78,26.9,,0,7,-2,2.5,0
6083,2020/3/9,267.58,2.87,3.73,27,,0,8,-4,2,0
6084,2020/3/10,125.7,9.61,11.7,,,3.4,9,-3,3,3.4
6085,2020/3/11,267.91,7.37,8.94,28.3,,0,10.5,0,5.3,0
6086,2020/3/12,321.25,6.47,7.89,27,,1,9,-3,3,1
6087,2020/3/13,310.52,6.05,7.41,28,,0,8.5,1,4.8,0
6088,2020/3/14,290.21,8.48,10.38,26.4,,0,5,-3,1,0
6089,2020/3/15,271.7,5.27,6.56,25,,0,8.5,-6,1.3,0
6090,2020/3/16,274.96,3.29,4.09,24.6,,0,12.5,-6,3.3,0
6091,2020/3/17,263.88,3.56,4.35,26.6,,0,12,-3.5,4.3,0
6092,2020/3/18,252.62,2.79,3.41,27.3,,0,12,-3.5,4.3,0
6093,2020/3/19,210.38,1.88,2.28,27.7,,0,11.5,2.5,7,0
6094,2020/3/20,254.79,2.71,3.24,,,0,14,-3,5.5,0
6095,2020/3/21,286.38,3.79,4.64,27.6,,0,13,-2.5,5.3,0
6096,2020/3/22,239.04,5.44,6.69,26.3,,1.6,11,-1.5,4.8,1.6
6097,2020/3/23,147.67,6.05,7.53,,,7.2,9,0,4.5,7.2
6098,2020/3/24,218.83,3.92,5.12,27.2,,2,9.5,-1,4.3,2
6099,2020/3/25,258,4.06,4.88,27,,0,10.5,-3,3.8,0
6100,2020/3/26,176.42,3.72,4.65,27.9,,7.6,8,-2,3,7.6
6101,2020/3/27,133.52,7.04,8.51,27.9,,1,9.5,3,6.3,1
6102,2020/3/28,126,9.28,11.6,26.8,,6,12.5,5.5,9,6
6103,2020/3/29,178.04,6.08,7.52,26.6,,16.2,13,3,8,16.2
6104,2020/3/30,160.61,8.68,10.9,27.7,,0.8,10,3,6.5,0.8
6105,2020/3/31,161.79,4.93,6.2,29,,12.4,9,-1,4,12.4
6106,2020/4/1,272.17,5.43,6.59,,,0.4,12,2,7,0.4
6107,2020/4/2,206.54,2.85,3.8,,,0.2,9.5,1,5.3,0.2
6108,2020/4/3,285.74,4.23,5.66,,,0.4,8,0.5,4.3,0.4
6109,2020/4/4,195.46,2.64,3.6,,,0,7.5,2,4.8,0
6110,2020/4/5,295.33,3.43,4.16,,,0,12.5,-1,5.8,0
6111,2020/4/6,291.17,3.85,4.61,,,0,12.5,-3,4.8,0
6112,2020/4/7,310.21,6.4,7.65,,,0,13,-1,6,0
6113,2020/4/8,274.75,3.91,4.79,,,0,15,-2,6.5,0
6114,2020/4/9,294,3.72,4.43,,,0,17,-1.5,7.8,0
6115,2020/4/10,334.25,6.27,7.62,,,0,16.5,1,8.8,0
6116,2020/4/11,320.47,7.2,8.64,,,0,16,2.5,9.3,0
6117,2020/4/12,259.17,3.69,4.28,,,0,16,-3,6.5,0
6118,2020/4/13,237.58,2.63,3.17,,,0,15,-2.5,6.3,0
6119,2020/4/14,240.88,3.67,4.86,,,0,18,0,9,0
6120,2020/4/15,288.86,4.95,6.04,,,0,20.5,2,11.3,0
6121,2020/4/16,252.12,2.34,2.85,,,0,19.5,1,10.3,0
6122,2020/4/17,226.29,1.97,2.41,,,0.6,16,2,9,0.6
6123,2020/4/18,233.04,3.42,4.12,,,0,19,4,11.5,0
6124,2020/4/19,123.33,3.46,4.27,,,0,18,5,11.5,0
6125,2020/4/20,202.04,2.01,2.42,,,0,18.5,5,11.8,0
6126,2020/4/21,171.92,4.07,4.99,,,12,17,4,10.5,12
6127,2020/4/22,128.75,5.16,6.17,,,8.4,13,8,10.5,8.4
6128,2020/4/23,177.29,1.64,2.07,,,0,18,5,11.5,0
6129,2020/4/24,142.29,4.88,5.87,,,3.2,18,3,10.5,3.2
6130,2020/4/25,146.38,7.51,9.16,,,0.6,,8,,0.6
6131,2020/4/26,151.12,5.84,7.24,,,6,,5,,6
6132,2020/4/27,162.92,4.78,6.1,,,1.2,,4,,1.2
6133,2020/4/28,181.96,5.08,6.33,,,2,,3.5,,2
6134,2020/4/29,194.25,3.39,4.14,,,4,,5.5,,4
6135,2020/4/30,158.21,5.83,7.29,,,,,,,
6136,2020/5/1,130.08,5.6,6.75,,,,,,,
6137,2020/5/2,133.17,5.68,7.15,,,4.6,,8,,4.6
6138,2020/5/3,190.67,5.33,6.96,,,1.6,,4.5,,1.6
6139,2020/5/4,137.25,6.13,7.49,,,0,,0,,0
6140,2020/5/5,140.71,3.48,4.36,,,3,,0,,3
6141,2020/5/6,181.33,4.37,5.86,,,0,,8,,0
6142,2020/5/7,283.29,3.64,4.42,,,0,,1.5,,0
6143,2020/5/8,211.58,2.59,3.14,,,0,,2,,0
6144,2020/5/9,245.79,2.16,2.65,,,0,,3.5,,0
6145,2020/5/10,253.29,2.18,2.63,,,0,,6,,0
6146,2020/5/11,205.33,2,2.56,,,13.6,31.5,7.5,19.5,13.6
6147,2020/5/12,139.42,5.06,6.08,,,6.4,15.5,11,13.3,6.4
6148,2020/5/13,129.25,5.65,6.78,,,6.2,16.5,9.5,13,6.2
6149,2020/5/14,163.17,3.79,4.54,,,0,19,5,12,0
6150,2020/5/15,188,4.39,5.29,,,4.4,18,5,11.5,4.4
6151,2020/5/16,137.42,6.11,7.28,,,7.2,13.5,9.5,11.5,7.2
6152,2020/5/17,151.33,4,5.05,,,2.6,17,8,12.5,2.6
6153,2020/5/18,282.46,3.52,4.24,,,0,19.5,6,12.8,0
6154,2020/5/19,267.42,4.02,4.9,,,0,19.5,6.5,13,0
6155,2020/5/20,279,3.98,5.01,,,0.4,19.5,11,15.3,0.4
6156,2020/5/21,293.5,6.68,8.3,,,0,16.5,8.5,12.5,0
6157,2020/5/22,300.09,6.98,8.45,,,0,17,4,10.5,0
6158,2020/5/23,243.87,4.5,5.5,,,3.6,16,7,11.5,3.6
6159,2020/5/24,158.21,3.89,4.72,,,5.2,15,9.5,12.3,5.2
6160,2020/5/25,149.08,3.71,4.61,,,0,17.5,11.5,14.5,0
6161,2020/5/26,295.96,5.69,7.04,,,0,19.5,10,14.8,0
6162,2020/5/27,255.35,3.43,4.14,,,0,21,4,12.5,0
6163,2020/5/28,270.54,2.38,2.9,,,0,24,10,17,0
6164,2020/5/29,271.17,3.86,4.66,,,0,26,10,18,0
6165,2020/5/30,305.48,5.42,6.45,,,0,16.5,11.5,14,0
6166,2020/5/31,286.83,4.6,5.66,,,0,18.5,11.5,15,0
6167,2020/6/1,249.25,3.87,4.61,,,1.8,19.5,10,14.8,1.8
6168,2020/6/2,143.3,6.24,7.68,,,3.4,15,2.5,8.8,3.4
6169,2020/6/3,268.5,3.89,4.82,,,0,18,10,14,0
6170,2020/6/4,272.58,3.08,3.94,,,10.6,18,9,13.5,10.6
6171,2020/6/5,292.25,4.52,5.48,,,,,,,
6172,2020/6/6,276.62,3.54,4.53,,,,,,,
6173,2020/6/7,304.46,5.78,6.96,,,,,,,
6174,2020/6/8,245.43,5.52,6.83,,,10,18,4.5,11.3,10
6175,2020/6/9,136.33,9.64,11.76,,,1,15,9.5,12.3,1
6176,2020/6/10,129.67,6.72,8.04,,,2.8,17.5,10.5,14,2.8
6177,2020/6/11,155.58,4.55,5.6,,,13,18.5,10,14.3,13
6178,2020/6/12,133.46,6.04,7.4,,,,,,,
6179,2020/6/13,197.29,3.69,4.91,,,,,,,
6180,2020/6/14,204.75,3.78,4.61,,,,,,,
6181,2020/6/15,147.58,7.07,8.67,,,12.2,16.5,7.5,12,12.2
6182,2020/6/16,225.12,4.18,5.3,,,0,20,9,14.5,0
6183,2020/6/17,282.33,4.37,5.22,,,0,21.5,7,14.3,0
6184,2020/6/18,207.25,1.75,2.22,,,0,24,8.5,16.3,0
6185,2020/6/19,170.92,2.65,3.28,,,,,,,
6186,2020/6/20,130.92,6.34,7.78,,,,,,,
6187,2020/6/21,233.67,4.85,6.1,,,,,,,
6188,2020/6/22,136.38,5.93,7.16,,,0.2,21,10.5,15.8,0.2
6189,2020/6/23,192,1.22,1.7,,,14.4,20,13,16.5,14.4
6190,2020/6/24,269.88,4.1,5.1,,,3.2,22,15,18.5,3.2
6191,2020/6/25,320.33,5.57,6.71,,,0,23,11,17,0
6192,2020/6/26,291.96,3.46,4.39,,,,,,,
6193,2020/6/27,282.29,5.6,6.83,,,,,,,
6194,2020/6/28,332.9,7.96,9.56,,,,,,,
6195,2020/6/29,301.52,5.39,6.37,,,0,25,8.5,16.8,0
6196,2020/6/30,335.3,7.64,9.28,,,0,21,11.5,16.3,0
6197,2020/7/1,324.04,5.46,6.8,,,0,19,9.5,14.3,0
6198,2020/7/2,245.5,4.62,5.8,,,1.4,19,9,14,1.4
6199,2020/7/3,160.92,5.44,6.72,,,,,,,
6200,2020/7/4,146.08,4.22,5.13,,,,,,,
6201,2020/7/5,212.29,2.45,3.05,,,,,,,
6202,2020/7/6,221.96,3.45,4.12,,,4.6,20.5,7,13.8,4.6
6203,2020/7/7,208.25,4.07,4.91,,,2.4,18.5,12,15.3,2.4
6204,2020/7/8,119.54,5.06,5.98,,,2.4,20,10,15,2.4
6205,2020/7/9,138.71,6.4,7.6,,,0.8,21,12.5,16.8,0.8
6206,2020/7/10,153.79,5.14,6.38,,,,,,,
6207,2020/7/11,148.75,6.07,7.35,,,,,,,
6208,2020/7/12,253.46,4.23,5.37,,,,,,,
6209,2020/7/13,287.91,3.88,4.73,,,0,21.5,7,14.3,0
6210,2020/7/14,280.13,3.6,4.47,,,0,26,8,17,0
6211,2020/7/15,293.29,2.85,3.62,,,0.2,27,10.5,18.8,0.2
6212,2020/7/16,221.38,3.65,4.54,,,0,25.5,14,19.8,0
6213,2020/7/17,330.5,5.62,6.79,,,,,,,
6214,2020/7/18,327.3,6.03,7.26,,,,,,,
6215,2020/7/19,334.33,7.17,8.56,,,,,,,
6216,2020/7/20,327.62,5.94,6.97,,,0,27,9.5,18.3,0
6217,2020/7/21,283.96,4.51,5.27,,,0,25.5,13,19.3,0
6218,2020/7/22,270,3.63,4.42,,,0,24,15,19.5,0
6219,2020/7/23,247,3.55,4.34,,,0,22,9.5,15.8,0
6220,2020/7/24,321.29,4.06,5,,,,,,,
6221,2020/7/25,297.12,4.5,5.41,,,,,,,
6222,2020/7/26,283.88,3.67,4.38,,,,,,,
6223,2020/7/27,305.21,4.24,5.03,,,0,28.5,8,18.3,0
6224,2020/7/28,284.09,5.34,6.38,,,0,22,12,17,0
6225,2020/7/29,217.71,2.4,2.92,,,0,26.5,10.5,18.5,0
6226,2020/7/30,271.92,2.8,3.4,,,0,30,11,20.5,0
6227,2020/7/31,219.67,2.96,3.72,,,,,,,
6228,2020/8/1,155.17,4.55,5.56,,,,,,,
6229,2020/8/2,136.38,4.87,5.94,,,,,,,
6230,2020/8/3,164.12,2.27,2.91,,,0,25,10.5,17.8,0
6231,2020/8/4,292.62,3.57,4.34,,,0,26.5,11,18.8,0
6232,2020/8/5,249.92,3.31,4.06,,,8.6,25.5,11.5,18.5,8.6
6233,2020/8/6,269.3,6.7,8.17,,,0.2,20,13.5,16.8,0.2
6234,2020/8/7,246.67,4.78,5.99,,,,,,,
6235,2020/8/8,254.12,6.11,7.66,,,,,,,
6236,2020/8/9,287.09,5.05,6.31,,,,,,,
6237,2020/8/10,323.35,6.03,7.23,,,0,22,8,15,0
6238,2020/8/11,329.23,6.37,7.65,,,,,,,
6239,2020/8/12,268.38,4.42,5.29,,,,,,,
6240,2020/8/13,226.46,2.6,3.16,,,0,22.5,6,14.3,0
6241,2020/8/14,204.46,1.93,2.41,,,,,,,
6242,2020/8/15,276,2.67,3.14,,,,,,,
6243,2020/8/16,211.88,2.17,2.58,,,,,,,
6244,2020/8/17,125,5.74,6.99,,,0,28.5,10.5,19.5,0
6245,2020/8/18,162.83,3.63,4.35,,,0,25,12,18.5,0
6246,2020/8/19,148.79,3.4,4.22,,,1.2,25,12,18.5,1.2
6247,2020/8/20,137.96,6.83,8.31,,,16,19,14,16.5,16
6248,2020/8/21,136.09,8.72,10.74,,,,,,,
6249,2020/8/22,253.58,2.79,3.61,,,,,,,
6250,2020/8/23,325.25,5.1,6.15,,,,,,,
6251,2020/8/24,315.21,4.92,5.8,,,0,21,9,15,0
6252,2020/8/25,291.57,5.29,6.23,,,0,21.5,8,14.8,0
6253,2020/8/26,313.5,5.15,6.22,,,0,24,7,15.5,0
6254,2020/8/27,287.21,3.63,4.41,,,0,23,8,15.5,0
6255,2020/8/28,263.25,1.98,2.58,,,,,,,
6256,2020/8/29,305.77,8.2,9.98,,,,,,,
6257,2020/8/30,253.04,4.1,5,,,,,,,
6258,2020/8/31,265.92,2.52,3.05,,,0,19.5,4.5,12,0
6259,2020/9/1,191.33,1.14,1.55,,,0,22,9.5,15.8,0
6260,2020/9/2,217.67,2.43,3.05,,,0,23.5,11,17.3,0
6261,2020/9/3,286.67,2.82,3.35,,,0,24,10,17,0
6262,2020/9/4,287.25,2.84,3.39,,,,,,,
6263,2020/9/5,225.08,2.46,3.04,,,,,,,
6264,2020/9/6,271,3.53,4.47,,,,,,,
6265,2020/9/7,314.23,5.67,6.78,,,,,,,
6266,2020/9/8,263.71,2.68,3.15,,,0,25,6,15.5,0
6267,2020/9/9,257.67,2.2,2.63,,,0,27.5,6.5,17,0
6268,2020/9/10,272.3,2.05,2.48,,,0,28.5,8,18.3,0
6269,2020/9/12,144,5.4,6.3,,,0,18,9,13.5,0
6270,2020/9/13,187.67,3.4,4.09,,,0,16.5,9.5,13,0
6271,2020/9/14,183.67,0.86,1.2,,,5,17,9.5,13.3,5
6272,2020/9/15,230.08,1.63,2.1,,,0.4,19,13.5,16.3,0.4
6273,2020/9/16,281.46,2.14,2.7,,,0,21.5,13.5,17.5,0
6274,2020/9/17,199.46,2.45,3.03,,,0.8,21.5,13,17.3,0.8
6275,2020/9/18,238.29,2.11,2.56,,,0.4,21,13,17,0.4
6276,2020/9/19,229.46,1.74,2.23,,,0,19.5,14.5,17,0
6277,2020/9/20,183.33,1.9,2.37,,,0,20,9,14.5,0
6278,2020/9/21,147.58,3.55,4.33,,,0,21,7,14,0
6279,2020/9/22,188.13,2.94,3.76,,,10,20,6.5,13.3,10
6280,2020/9/23,146,8,10.5,,,17.4,20,12.5,16.3,17.4
6281,2020/9/24,141,7.39,9.12,,,16.8,18.5,11,14.8,16.8
6282,2020/9/25,158.09,7.85,10.04,,,0.6,19,12,15.5,0.6
6283,2020/9/26,140.5,2.61,3.53,,,1,16,8.5,12.3,1
6284,2020/9/27,205.75,2.44,3.1,,,0,16,6.5,11.3,0
6285,2020/9/28,215.29,1.71,2.08,,,0,19,9,14,0
6286,2020/9/29,247.42,1.85,2.22,,,0,23,6,14.5,0
6287,2020/9/30,245.62,1.17,1.66,,,0,20,7,13.5,0
6288,2020/10/1,276.5,1.3,1.74,,,0,20,10,15,0
6289,2020/10/2,248.08,1.7,2.01,,,0,20.5,8,14.3,0
6290,2020/10/3,221.75,1.31,1.77,,,0.6,18,9,13.5,0.6
6291,2020/10/4,166.42,1.89,2.3,,,0.4,18.5,9.5,14,0.4
6292,2020/10/5,275.38,1.85,2.28,,,0,18,9,13.5,0
6293,2020/10/6,264.04,2.03,2.43,,,0,19.5,7,13.3,0
6294,2020/10/7,271.29,3.53,4.22,,,0,19.5,9,14.3,0
6295,2020/10/8,198.62,1.91,2.48,,,1,17,9,13,1
6296,2020/10/9,127.26,10.73,13.03,,,20.8,15.5,11.5,13.5,20.8
6297,2020/10/10,203.43,5.67,7.05,,,0.6,15,9,12,0.6
6298,2020/10/11,168.25,5.54,7.05,,,16.4,9.5,4,6.8,16.4
6299,2020/10/12,256.78,5.95,7.31,,,18.2,14,3,8.5,18.2
6300,2020/10/13,143.16,9.68,12.09,,,0.6,16.5,7,11.8,0.6
6301,2020/10/14,290.75,3.3,4.13,,,0,14.5,6,10.3,0
6302,2020/10/15,253.08,3.29,4.1,,,0,13,3,8,0
6303,2020/10/16,176.58,6.79,8.28,,,1.4,12.5,8,10.3,1.4
6304,2020/10/17,290.32,5.21,6.35,,,12.8,12.5,7,9.8,12.8
6305,2020/10/18,119.12,3.52,4.58,,,2.2,11.5,8,9.8,2.2
6306,2020/10/19,220.33,1.42,1.87,,,0.6,13,4,8.5,0.6
6307,2020/10/20,273.58,2.2,2.85,,,6.4,13,4,8.5,6.4
6308,2020/10/21,318.37,6.24,7.63,,,0,12,3.5,7.8,0
6309,2020/10/22,257.35,5.21,6.46,,,4.4,10,-1.5,4.3,4.4
6310,2020/10/23,143.74,7,8.87,,,7.2,7.5,2,4.8,7.2
6311,2020/10/24,305.5,8.18,9.77,,,0,8.5,-1.5,3.5,0
6312,2020/10/25,284.54,4.05,5.22,,,0.8,6,-3.5,1.3,0.8
6313,2020/10/26,214.08,1.43,2.16,,,0,8,0,4,0
6314,2020/10/27,119.75,5.6,6.86,,,0,10.5,1.5,6,0
6315,2020/10/28,141.12,3.78,4.85,,,0,13,5,9,0
6316,2020/10/29,132.96,6.15,7.31,,,12.8,15,8,11.5,12.8
6317,2020/10/30,227,9.87,12.53,,,0.4,12,9,10.5,0.4
6318,2020/10/31,205.83,3.15,4.03,,,0,10.5,-0.5,5,0
6319,2020/11/1,202.25,1.87,2.45,28.7,,0,11,-1.5,4.8,0
6320,2020/11/2,170,4.08,5.24,29.9,,27,15,-1,7,27
6321,2020/11/3,129,7.74,9.56,27.9,,5.4,11.5,6,8.8,5.4
6322,2020/11/4,138.46,8.2,10.24,27.7,,8.8,17.5,9,13.3,8.8
6323,2020/11/5,200.61,4.17,5.38,29.7,,0.4,12.5,7,9.8,0.4
6324,2020/11/6,312.79,7.69,9.16,27.9,,0,9.5,-1,4.3,0
6325,2020/11/7,320.89,10.03,12.16,28.1,,0.4,10,-1,4.5,0.4
6326,2020/11/8,309.29,10.49,12.67,27.7,,0,10,5,7.5,0
6327,2020/11/9,216.96,5.98,7.56,,,3.2,7,-3,2,3.2
6328,2020/11/10,214.96,4.15,5.41,27.8,,1.6,6.5,-1,2.8,1.6
6329,2020/11/11,247.54,3.8,4.9,28.3,,,,,,
6330,2020/11/12,120.46,9.84,12.05,,,,,,,
6331,2020/11/13,193.57,8.73,10.69,28.5,,,,,,
6332,2020/11/14,185.5,5.01,6.41,,,,,,,
6333,2020/11/15,147.04,8.92,11.3,28.2,,,,,,
6334,2020/11/16,208.54,2.85,3.77,27.9,,43.4,12,2,7,43.4
6335,2020/11/17,144.91,9.11,11.7,,,12.8,11,1.5,6.3,12.8
6336,2020/11/18,144.17,6.32,8.13,28.5,,7.4,7,5,6,7.4
6337,2020/11/19,150.58,3.35,4.28,28.5,,5.8,8,0,4,5.8
6338,2020/11/20,144.58,6.71,8.69,28.8,,1.6,9.5,1.5,5.5,1.6
6339,2020/11/21,191.5,3.19,4.06,28.2,,,,,,
6340,2020/11/22,118.17,6.5,7.75,28.1,,,,,,
6341,2020/11/23,138.75,6.97,8.62,28.3,,0.6,8,0,4,0.6
6342,2020/11/24,151.2,10.07,12.26,28.4,,8.8,8,4,6,8.8
6343,2020/11/25,160.92,3.49,4.29,27.9,,0.2,8,-1,3.5,0.2
6344,2020/11/26,130.17,5.74,6.87,27.9,,2,8,1,4.5,2
6345,2020/11/27,119.9,13.72,16.65,28.3,,13,11,4.5,7.8,13
6346,2020/11/28,278.74,4.33,5.44,28.1,,0,7.5,1,4.3,0
6347,2020/11/29,123.17,5.58,6.73,27.7,,10.6,7,-2,2.5,10.6
6348,2020/11/30,208.67,10.18,12.62,27.5,,0.4,9,2.5,5.8,0.4
6349,2020/12/1,283.3,4.07,5,27.5,,0.6,4,-2.5,0.8,0.6
6350,2020/12/2,213.67,2.08,2.96,28.6,,0,4.5,-1,1.8,0
6351,2020/12/3,229.79,1.92,2.81,27.6,,0,6.5,-1,2.8,0
6352,2020/12/4,110.83,4.17,5.12,27.9,,,,,,
6353,2020/12/5,163.62,1.28,1.92,28.2,,,,,,
6354,2020/12/6,123.38,5.48,6.92,27.6,,,,,,
6355,2020/12/7,124.7,10.59,12.84,27,,22.8,9,-1,4,22.8
6356,2020/12/8,139.64,6.34,7.7,28,,1.2,10,7.5,8.8,1.2
6357,2020/12/9,305.12,2.6,3.38,28,,0,7.5,2.5,5,0
6358,2020/12/10,133.88,4.92,6,27.9,,1.8,5.5,0,2.8,1.8
6359,2020/12/11,67.25,3.11,4.03,28.1,,,,,,
6360,2020/12/12,243.5,2.87,4.09,27.7,,,,,,
6361,2020/12/13,107.62,5.78,7.15,,,,,,,
6362,2020/12/14,161.75,2.73,3.53,27.8,,9.4,6,-1,2.5,9.4
6363,2020/12/15,132.61,10.41,12.79,27.9,,4.4,8.5,3,5.8,4.4
6364,2020/12/16,141.91,7.64,9.3,28.1,,11,8,3.5,5.8,11
6365,2020/12/17,245.58,5.49,6.8,27.7,,1.8,7.5,3.5,5.5,1.8
6366,2020/12/18,164.8,10.01,12.15,,,,,,,
6367,2020/12/19,201.57,7.9,10.1,27.7,,,,,,
6368,2020/12/20,226.26,4.74,5.94,28.1,,,,,,
6369,2020/12/21,289,4.88,5.87,27.7,,5.4,1,0,0.5,10.4
6370,2020/12/22,311.94,7.52,9.09,27.2,,0,1.5,-2.5,-0.5,0
6371,2020/12/23,127.5,4.61,5.88,27.5,,0,1,-3,-1,0
6372,2020/12/24,132.75,3.34,4.57,26.9,,,,,,
6373,2020/12/25,159.04,6.44,7.89,26.7,,,,,,
6374,2020/12/26,153.54,6.17,7.84,26.1,,,,,,
6375,2020/12/27,176.04,5.95,7.58,26.3,,,,,,
6376,2020/12/28,300.58,2.56,3.21,26.4,,,,,,
6377,2020/12/29,193.29,3.78,5,26,,,,,,
6378,2020/12/30,119.5,12.67,15.36,,,17,7.5,-1.5,3,17
6379,2020/12/31,208.85,3.9,4.8,27.9,,,,,,
6380,2021/1/1,124.24,11.43,14.03,27.7,,,,,,
6381,2021/1/2,140.41,11.28,14.15,27.7,,,,,,
6382,2021/1/3,179.79,3.26,4.52,27.3,,,,,,
6383,2021/1/4,166.71,7.57,9.44,27.9,,1.6,8,0,4,1.6
6384,2021/1/5,136.52,9.29,11.54,27.6,,30.2,7,0,3.5,30.2
6385,2021/1/6,151.18,7.12,9.06,26.9,,3.6,7.5,3,5.3,3.6
6386,2021/1/7,142.12,5.15,6.39,26.3,,2,9.5,1,5.3,2
6387,2021/1/8,122.42,5.82,7.24,26.6,,,,,,
6388,2021/1/9,118.67,5.65,6.81,26.5,,,,,,
6389,2021/1/10,125.52,10.57,12.91,,,,,,,
6390,2021/1/11,128.83,11.19,14.22,26.4,,9.2,9,-2,3.5,9.2
6391,2021/1/12,137.78,6.85,8.6,26.3,,28,10,7,8.5,28
6392,2021/1/13,227.04,3.94,5.03,26.3,,0,9,2,5.5,0
6393,2021/1/14,141.79,4.05,5,26.6,,0,10.5,-0.5,5,0
6394,2021/1/15,164.5,5.77,7.31,27,,,,,,
6395,2021/1/16,192.21,1.95,2.5,27.7,,,,,,
6396,2021/1/17,176.42,5.64,7.05,27,,,,,,
6397,2021/1/18,249.75,3.25,3.96,26.4,,0,7.5,-1.5,3,0
6398,2021/1/19,112.12,3.3,4.2,27.1,,1,7.5,1,4.3,1
6399,2021/1/20,272.42,3.08,3.85,27.3,,1.2,6,3,4.5,1.2
6400,2021/1/21,312.92,3.65,4.47,26.7,,0,7,3.5,5.3,0
6401,2021/1/22,317,5.33,6.38,26.4,,,,,,
6402,2021/1/23,275.96,3.52,4.55,26.6,,,,,,
6403,2021/1/24,146.38,6.03,7.57,26.6,,,,,,
6404,2021/1/25,304.25,3.82,4.91,26.8,,5.8,3.5,-5.5,-1,5.8
6405,2021/1/26,140.62,7.35,9.25,27.1,,2,5,-2,1.5,3
6406,2021/1/27,171.17,2.91,4.33,27,,6.6,3.5,0,1.8,6.6
6407,2021/1/28,236.46,3.98,4.99,27.2,,1,5,-1,2,1
6408,2021/1/29,205.57,4.24,5.27,,,,,,,
6409,2021/1/30,124.61,12.44,15.33,,,,,,,
6410,2021/1/31,134.83,10.03,12.05,,,,,,,
6411,2021/2/1,93.21,4.66,5.54,27.5,,2.2,7,2,4.5,2.2
6412,2021/2/2,198.29,4.08,5.11,27.9,,3.2,8,0,4,3.2
6413,2021/2/3,240.71,5.23,6.45,27.9,,0.8,7.5,3,5.3,0.8
6414,2021/2/4,125.92,3.28,3.98,27,,2.4,6.5,1,3.8,2.4
6415,2021/2/5,227.39,5.11,6.44,27.3,,1,8.5,4,6.3,1
6416,2021/2/6,257.27,3.23,4.05,27.7,,1.2,7,3.5,5.3,1.2
6417,2021/2/7,331.05,8.2,10.11,27.6,,0,7,-2,2.5,0
6418,2021/2/8,307.43,7.49,9.25,27.6,,0,4.5,-4.5,0,0
6419,2021/2/9,307.33,4.84,6.16,27.5,,0,5,-4,0.5,0
6420,2021/2/10,258.57,4.36,5.66,27.4,,0,1,-5,-2,0
6421,2021/2/11,321.29,5.69,7.31,27.4,,0,1,-3,-1,0
6422,2021/2/12,277.54,5.22,6.83,27.6,,0,0,-7,-3.5,9
6423,2021/2/13,205.26,3.3,4.72,28,,0,1,-3.5,-1.3,5
6424,2021/2/14,133.5,5.54,6.85,27.6,,0,2,-3,-0.5,1
6425,2021/2/15,174.62,2.8,3.68,28.1,,0,3,0,1.5,0
6426,2021/2/16,270.25,2.13,2.78,27.9,,0,8.5,-2,3.3,0
6427,2021/2/17,290.68,6.32,7.72,27.2,,4,7.5,-4,1.8,4
6428,2021/2/18,131.29,7.95,9.74,28,,0.2,5,-1,2,0.2
6429,2021/2/19,177,5.49,7.13,27,,0,8.5,-2,3.3,0
6430,2021/2/20,241.5,3.4,4.34,27,,1,8,-2.5,2.8,1
6431,2021/2/21,139.83,7.99,9.76,27.6,,5.8,13,2,7.5,5.8
6432,2021/2/22,215.75,3.62,4.65,28.8,,0.4,12,4,8,0.4
6433,2021/2/23,259.27,4.85,6.46,28,,0.4,7,-2,2.5,0.4
6434,2021/2/24,267.5,5.57,7.06,27.9,,6,6,-4,1,6
6435,2021/2/25,125.3,8.08,10.16,27.9,,0,9,-1,4,0
6436,2021/2/26,225.85,7.07,8.85,27.6,,0,10.5,-1.5,4.5,0
6437,2021/2/27,265.33,5.44,6.69,27.8,,1.4,7,-2,2.5,1.4
6438,2021/2/28,110,7.3,8.81,,,0.6,10,2.5,6.3,0.6
6439,2021/3/1,147.38,11.24,13.87,27.9,,0,15,3,9,0
6440,2021/3/2,242,4.02,4.93,28,,0,8,-1,3.5,0
6441,2021/3/3,131.67,9.46,11.34,28.1,,0,10,-1,4.5,0
6442,2021/3/4,126.57,6.92,8.35,27.7,,18,9.5,-1,4.3,18
6443,2021/3/5,136.71,9.21,11.5,28.2,,10.8,10,4,7,10.8
