"","WDIR","GSPD","Salinity","SST","Total_Rain","Mean_Temp","outbreak_count","X","...1","Date","Max_Temp","Min_Temp","Total_Precip","year","epiweek"
"1312",247.79,2.91,28.3,15.27,0,14.5,2,1312,1312,"2006/9/1",24,5,0,2006,35
"1313",265.58,2.7,28.5,15.24,0,18,2,1313,1313,"2006/9/2",NA,6,0,2006,35
"1314",287.96,4.01,28.4,15.25,0,14.8,2,1314,1314,"2006/9/3",NA,NA,0,2006,36
"1315",262,2.6,28,16.69,0,20,2,1315,1315,"2006/9/4",28,NA,0,2006,36
"1316",325.33,5.28,28.4,17.08,0,17.8,2,1316,1316,"2006/9/5",26.5,9,0,2006,36
"1317",319.75,6.05,28.8,16.83,0,16.3,2,1317,1317,"2006/9/6",25,7.5,0,2006,36
"1318",303.43,5.65,28.3,16.08,0,13.5,2,1318,1318,"2006/9/7",21,6,0,2006,36
"1319",225.55,2.4,28.3,15.43,3.2,14,2,1319,1319,"2006/9/8",21.5,6.5,3.2,2006,36
"1320",277.38,3.6,28.6,15.08,0.4,16.8,2,1320,1320,"2006/9/9",19.5,14,0.4,2006,36
"1321",163.45,4.31,28.5,14.67,0,14.5,6,1321,1321,"2006/9/10",19,10,0,2006,37
"1322",298.17,2.87,28.5,14.27,0,15.8,6,1322,1322,"2006/9/11",22,9.5,0,2006,37
"1323",321.5,5.13,28.4,14.31,0,16.3,6,1323,1323,"2006/9/12",22.5,10,0,2006,37
"1324",330.13,10.09,28.6,14.11,0,12.8,6,1324,1324,"2006/9/13",19,6.5,0,2006,37
"1325",267.7,7.85,28.5,14.2,0,11.3,6,1325,1325,"2006/9/14",19,3.5,0,2006,37
"1326",153,3.8,28.9,14.26,0,12,6,1326,1326,"2006/9/15",18,6,0,2006,37
"1327",182.32,3.68,28.7,13.9,3.2,10,6,1327,1327,"2006/9/16",18,2,3.2,2006,37
"1328",132,11.3,28.5,13.1,13,13.5,3,1328,1328,"2006/9/17",17,10,13,2006,38
"1329",153.09,6.66,28.9,11.81,8.4,11.8,3,1329,1329,"2006/9/18",15.5,8,8.4,2006,38
"1330",265.65,3.83,28.9,11.95,6.8,14.3,3,1330,1330,"2006/9/19",18,10.5,6.8,2006,38
"1331",259.77,3.61,29.8,13.71,0,12.3,1,1331,1331,"2006/9/24",19.5,5,0,2006,39
"1332",274.68,2.25,29.5,13.74,0,13.5,1,1332,1332,"2006/9/25",21.5,5.5,0,2006,39
"1333",277,3.56,29.5,14.49,0,16,1,1333,1333,"2006/9/26",24,8,0,2006,39
"1334",250.88,2.11,29.5,14.77,0,15.8,1,1334,1334,"2006/9/27",23.5,8,0,2006,39
"1335",311.88,5.41,29.4,14.61,0,14.8,1,1335,1335,"2006/9/28",21.5,8,0,2006,39
"1336",289.38,5.19,28.7,14.53,0,11.8,1,1336,1336,"2006/9/29",18.5,5,0,2006,39
"1337",281.88,3.93,29.1,14.33,0,11,1,1337,1337,"2006/9/30",18,4,0,2006,39
"1338",274.08,5.15,28.2,14.15,0,9.5,4,1338,1338,"2006/10/1",14.5,4.5,0,2006,40
"1339",302.12,4.48,27.8,13.33,0,8.3,4,1339,1339,"2006/10/2",15.5,1,0,2006,40
"1340",293.54,5.67,28.4,13.63,0,8.8,4,1340,1340,"2006/10/3",15.5,2,0,2006,40
"1341",313.67,6.75,27.7,13.68,0,10.8,4,1341,1341,"2006/10/4",20.5,1,0,2006,40
"1342",319.67,5.8,27.8,13.49,1,7.8,4,1342,1342,"2006/10/5",15,0.5,1,2006,40
"1343",328.08,7.9,28.1,12.84,0,10.8,4,1343,1343,"2006/10/6",16,5.5,0,2006,40
"1344",266.58,5.14,28.3,12.17,4.8,8.5,4,1344,1344,"2006/10/7",17,0,4.8,2006,40
"1345",133.54,3.07,28.3,12.49,0.5,11.5,3,1345,1345,"2006/10/8",14,9,0.5,2006,41
"1346",273.17,2.88,28.7,12.65,0,8.5,3,1346,1346,"2006/10/9",17,0,0,2006,41
"1347",253.88,2.42,28.7,12.78,0,8.8,3,1347,1347,"2006/10/10",17,0.5,0,2006,41
"1348",228.21,1.91,28.8,12.76,0,9.3,3,1348,1348,"2006/10/11",17.5,1,0,2006,41
"1349",294.5,2.26,28.9,12.75,0,8.8,3,1349,1349,"2006/10/12",16,1.5,0,2006,41
"1350",308.33,5.09,28.9,12.68,0,7.8,3,1350,1350,"2006/10/13",14,1.5,0,2006,41
"1351",286.21,3.59,28.9,12.59,6.8,7.8,3,1351,1351,"2006/10/14",12.5,3,6.8,2006,41
"1352",140.96,8.74,29.1,12.14,4.6,11.5,2,1352,1352,"2006/10/15",13,10,4.6,2006,42
"1353",255.88,4.71,29,11.2,0,12,2,1353,1353,"2006/10/16",15,9,0,2006,42
"1354",235.38,3.45,29,11.27,5.3,7.8,2,1354,1354,"2006/10/17",14.5,1,5.3,2006,42
"1355",167.33,5.22,29,11.21,6.5,9.5,2,1355,1355,"2006/10/18",13,6,6.5,2006,42
"1356",180.29,5.87,28.9,11.11,1.8,11.8,2,1356,1356,"2006/10/19",13,10.5,1.8,2006,42
"1357",285.75,6.1,28.9,11.14,0,8,2,1357,1357,"2006/10/20",14,2,0,2006,42
"1358",219.21,2.47,29.1,11.14,0,6.3,2,1358,1358,"2006/10/21",10,2.5,0,2006,42
"1359",215.38,2.87,29.3,10.93,0,4.8,5,1359,1359,"2006/10/22",10,-0.5,0,2006,43
"1360",265.08,6.28,29.2,10.77,3.4,5.8,5,1360,1360,"2006/10/23",12.5,-1,3.4,2006,43
"1361",211.33,7.28,29.1,10.59,0,9,5,1361,1361,"2006/10/24",15,3,0,2006,43
"1362",239.38,8.96,29.4,10.54,1.4,5,5,1362,1362,"2006/10/25",10,0,1.4,2006,43
"1363",178.58,11.01,29.1,10.54,1.4,8.8,5,1363,1363,"2006/10/26",12,5.5,1.4,2006,43
"1364",282.79,2.25,29.6,10.54,0,12.5,5,1364,1364,"2006/10/27",16.5,8.5,0,2006,43
"1365",173.08,5.18,29.6,10.38,12.4,13.8,5,1365,1365,"2006/10/28",17.5,10,12.4,2006,43
"1366",312.08,12.96,29.4,10.18,0,6.3,2,1366,1366,"2006/10/29",11,1.5,0,2006,44
"1367",310.04,6.45,29.5,9.97,0,2,2,1367,1367,"2006/10/30",8,-4,0,2006,44
"1368",284.54,3.83,29.6,9.79,0,0.8,2,1368,1368,"2006/10/31",7.5,-6,0,2006,44
"1369",258.25,3.15,29.3,9.82,1.2,1,2,1369,1369,"2006/11/1",6.5,-4.5,1.2,2006,44
"1370",202.96,2.45,29.4,9.89,34.4,3.5,2,1370,1370,"2006/11/2",7,0,34.4,2006,44
"1371",218.79,3.88,29.1,9.65,18.8,8.5,2,1371,1371,"2006/11/3",11.5,5.5,18.8,2006,44
"1372",123.43,9.03,29.2,9.7,27.6,11.3,2,1372,1372,"2006/11/4",14.5,8,27.6,2006,44
"1373",184.21,5.43,29.7,9.7,34.2,8.3,6,1373,1373,"2006/11/5",12,4.5,34.2,2006,45
"1374",147.04,8.53,29.6,9.52,8.4,14,6,1374,1374,"2006/11/6",18,10,8.4,2006,45
"1375",197.21,6.21,29.3,9.38,0.4,12,6,1375,1375,"2006/11/7",15,9,0.4,2006,45
"1376",312.52,3.74,29.3,9.05,0,5.3,6,1376,1376,"2006/11/8",9.5,1,0,2006,45
"1377",264.54,4.56,29.2,8.96,16.8,3,6,1377,1377,"2006/11/9",8.5,-2.5,16.8,2006,45
"1378",142.11,13.07,29.1,9.16,6.8,6.3,6,1378,1378,"2006/11/10",8.5,4,6.8,2006,45
"1379",216.3,4.13,29.6,9.36,1,5.5,6,1379,1379,"2006/11/11",10,1,1,2006,45
"1380",204.87,6.7,29.4,9.29,4.2,6,5,1380,1380,"2006/11/12",8,4,4.2,2006,46
"1381",147.62,7.81,29.5,9.17,0.8,3.3,5,1381,1381,"2006/11/13",7.5,-1,0.8,2006,46
"1382",215.78,10.3,29.6,9.14,49.8,3.3,5,1382,1382,"2006/11/14",7.5,-1,49.8,2006,46
"1383",155.17,18.71,29,9.25,34.1,9.3,5,1383,1383,"2006/11/15",14.5,4,34.1,2006,46
"1384",147.9,11.52,29.1,9.32,12.8,4,5,1384,1384,"2006/11/16",8.5,-0.5,12.8,2006,46
"1385",146.42,13.54,29.5,9.16,14.3,6,5,1385,1385,"2006/11/17",8,4,14.3,2006,46
"1386",136.5,12.03,29.7,9.27,15.7,8,5,1386,1386,"2006/11/18",10.5,5.5,15.7,2006,46
"1387",159.78,14.56,29.8,9.22,6.8,9,4,1387,1387,"2006/11/19",12,6,6.8,2006,47
"1388",163.88,9.27,28.5,9.01,22,3.5,4,1388,1388,"2006/11/20",7,0,22,2006,47
"1389",148.33,9.3,28.6,8.95,10.6,5.8,4,1389,1389,"2006/11/21",8,3.5,10.6,2006,47
"1390",150.04,9.42,29,8.84,5.2,3.3,4,1390,1390,"2006/11/22",7,-0.5,5.2,2006,47
"1391",164.32,5.92,28.7,8.86,2.4,2.8,4,1391,1391,"2006/11/23",5.5,0,2.4,2006,47
"1392",315.3,4.7,26.9,8.79,0.4,2.3,4,1392,1392,"2006/11/24",6,-1.5,1.4,2006,47
"1393",222.5,7.73,26.7,8.67,0,0,4,1393,1393,"2006/11/25",3,-3,9,2006,47
"1394",208.58,10.28,27.8,8.5,0,0,6,1394,1394,"2006/11/26",1,-1,7,2006,48
"1395",317.71,12.84,27.4,8.41,0,-4.3,6,1395,1395,"2006/11/27",-4,-4.5,0.7,2006,48
"1396",313.54,10.03,27.7,7.87,0,-5.5,6,1396,1396,"2006/11/28",-4,-7,1,2006,48
"1397",200.04,9.28,27.8,7.74,0,-3,6,1397,1397,"2006/11/29",-0.5,-5.5,10,2006,48
"1398",164.8,2.68,28.6,7.59,0,0.8,6,1398,1398,"2006/12/2",2.5,-1,0,2006,48
"1399",118.83,2.93,28.4,7.52,2,0.3,8,1399,1399,"2006/12/3",2,-1.5,2,2006,49
"1400",139.42,8.11,28.2,7.44,0,2.3,8,1400,1400,"2006/12/4",4,0.5,0,2006,49
"1401",146.38,6.15,28.5,7.49,0.2,2,8,1401,1401,"2006/12/5",4,0,0.2,2006,49
"1402",83.17,4.16,28.5,7.46,0,3.5,8,1402,1402,"2006/12/6",6,1,0,2006,49
"1403",105.29,5.31,28.4,7.61,2.7,2.3,8,1403,1403,"2006/12/7",4.5,0,2.7,2006,49
"1404",94.38,5.48,28.4,7.79,0.8,3.5,8,1404,1404,"2006/12/8",5,2,0.8,2006,49
"1405",184.08,2.35,28.3,7.56,2.4,3.5,8,1405,1405,"2006/12/9",7,0,2.4,2006,49
"1406",109.54,6.95,28.3,7.53,18.6,4.8,7,1406,1406,"2006/12/10",8.5,1,18.6,2006,50
"1407",116.48,17.84,28.9,7.57,16.9,7.5,7,1407,1407,"2006/12/11",11,4,16.9,2006,50
"1408",160.71,8.78,27.8,8.17,27.1,6,7,1408,1408,"2006/12/12",10,2,27.1,2006,50
"1409",135.33,14.05,27.8,8.33,6.2,7.3,7,1409,1409,"2006/12/13",10,4.5,6.2,2006,50
"1410",142.9,6,28.7,8.35,32.8,3.3,7,1410,1410,"2006/12/14",5.5,1,32.8,2006,50
"1411",282.21,9.77,26.3,8.43,0.6,4,7,1411,1411,"2006/12/15",7,1,0.6,2006,50
"1412",137.33,8.15,28.5,8.18,0.5,2.5,7,1412,1412,"2006/12/16",6,-1,0.5,2006,50
"1413",284.08,5.58,27.8,7.73,0.2,1.8,15,1413,1413,"2006/12/17",3.5,0,0.2,2006,51
"1414",117.17,14.32,28.2,7.59,10.8,2.5,15,1414,1414,"2006/12/18",5,0,10.8,2006,51
"1415",128.33,11.49,28.4,8.22,3.2,5,15,1415,1415,"2006/12/19",7,3,3.2,2006,51
"1416",117.67,13.97,28.5,8.06,26.4,7.3,15,1416,1416,"2006/12/20",10.5,4,26.4,2006,51
"1417",151.62,13.58,28.6,8.11,4,6.3,15,1417,1417,"2006/12/21",8,4.5,4,2006,51
"1418",162.13,6.67,28.1,8.04,14,1.8,15,1418,1418,"2006/12/22",5.5,-2,14,2006,51
"1419",150.55,9.9,28.4,8.18,0.4,3.3,15,1419,1419,"2006/12/23",5,1.5,0.4,2006,51
"1420",125.42,11.95,28.5,8.19,29.2,2.5,10,1420,1420,"2006/12/24",6,-1,29.2,2006,52
"1421",140.62,10.78,28.5,8.12,7,4.5,10,1421,1421,"2006/12/25",7,2,7,2006,52
"1422",249.83,5.78,28.3,8.02,0.6,2.8,10,1422,1422,"2006/12/26",5.5,0,0.6,2006,52
"1423",309.83,13.7,26.3,8.08,0,3.3,10,1423,1423,"2006/12/27",7.5,-1,0,2006,52
"1424",267.26,5.14,28.2,8.08,0,-0.3,10,1424,1424,"2006/12/28",3.5,-4,0,2006,52
"1425",124.29,9.38,27.4,8.24,3.5,0.3,10,1425,1425,"2006/12/29",2,-1.5,3.5,2006,52
"1426",120.09,7.85,28,8.23,0.4,1,10,1426,1426,"2006/12/30",3.5,-1.5,0.4,2006,52
"1427",124,9.9,29,7.64,13,2.3,4,1427,1427,"2006/12/31",5,-0.5,13,2006,1
"1428",118.92,14.98,29.6,7.57,50.4,5.8,21,1428,1428,"2007/1/1",10,1.5,50.4,2007,1
"1429",128.78,12.75,28,7.88,6.1,9.5,21,1429,1429,"2007/1/2",12.5,6.5,6.1,2007,1
"1430",218,3.17,25.1,7.52,1.4,8.3,21,1430,1430,"2007/1/3",11.5,5,1.4,2007,1
"1431",277.04,5.66,27.5,7.61,0.8,3.3,21,1431,1431,"2007/1/4",6,0.5,0.8,2007,1
"1432",162.21,12.95,28.2,7.51,13.8,4.8,21,1432,1432,"2007/1/5",8.5,1,13.8,2007,1
"1433",197.58,9.26,28.2,7.53,18.6,2.3,21,1433,1433,"2007/1/6",6,-1.5,18.6,2007,1
"1434",161.33,12.94,29.7,7.45,2.6,6.5,7,1434,1434,"2007/1/7",10.5,2.5,2.6,2007,2
"1435",247.92,7.46,28.9,7.46,7.4,3.8,7,1435,1435,"2007/1/8",8.5,-1,7.4,2007,2
"1436",147.17,15.31,29.5,7.31,18.4,7.5,7,1436,1436,"2007/1/9",11,4,24.4,2007,2
"1437",289.08,9.45,27.5,7.35,4.2,-0.3,7,1437,1437,"2007/1/10",1.5,-2,4.2,2007,2
"1438",311.92,10.78,27.8,7.4,0,-2.8,7,1438,1438,"2007/1/11",1,-6.5,0,2007,2
"1439",298.54,4.9,27.9,7.34,0,-4,7,1439,1439,"2007/1/12",1.5,-9.5,0,2007,2
"1440",217.67,2.45,26.6,7.22,0,-2,7,1440,1440,"2007/1/13",0.5,-4.5,0,2007,2
"1441",106.29,3.5,27.8,7.04,0,0.5,8,1441,1441,"2007/1/14",2,-1,0,2007,3
"1442",149.14,5.9,27.8,6.3,3,-1.5,8,1442,1442,"2007/1/15",2,-5,3,2007,3
"1443",182.42,8.02,28.3,6.24,0,0.8,8,1443,1443,"2007/1/16",3,-1.5,0,2007,3
"1444",176.25,2.87,28.1,6.15,3.8,0,8,1444,1444,"2007/1/17",3,-3,3.8,2007,3
"1445",109.09,11.94,28.3,6.59,10.4,2.8,8,1445,1445,"2007/1/18",5,0.5,10.4,2007,3
"1446",121.75,10.75,28.1,6.56,0.4,4,8,1446,1446,"2007/1/19",6.5,1.5,0.4,2007,3
"1447",234.96,3.91,28.3,6.62,1.8,3.8,8,1447,1447,"2007/1/20",8.5,-1,1.8,2007,3
"1448",121.83,9.6,28.5,6.64,13,4,12,1448,1448,"2007/1/21",7,1,13,2007,4
"1449",113.46,11.6,28.5,7.08,0.2,7.8,12,1449,1449,"2007/1/22",10.5,5,0.2,2007,4
"1450",111.12,9.43,28.7,7.47,0.2,7,12,1450,1450,"2007/1/23",9,5,0.2,2007,4
"1451",120.62,8.38,28.9,7.44,1.4,3.5,12,1451,1451,"2007/1/24",7,0,1.4,2007,4
"1452",159.61,5.11,28.5,7.56,0,4.5,12,1452,1452,"2007/1/25",5.5,3.5,0,2007,4
"1453",272.12,5.62,28.3,7.51,0,3,12,1453,1453,"2007/1/26",4,2,0,2007,4
"1454",252,2.65,22,7.49,0,-1.3,12,1454,1454,"2007/1/27",2,-4.5,0,2007,4
"1455",263.08,2.33,24.2,7.48,0,-0.5,9,1455,1455,"2007/1/28",3.5,-4.5,0,2007,5
"1456",219.54,2.55,22.6,7.43,0,0.8,9,1456,1456,"2007/1/29",4,-2.5,0,2007,5
"1457",246.5,2.99,27.5,6.86,0,0,9,1457,1457,"2007/1/30",3.5,-3.5,0,2007,5
"1458",262.62,2.31,28.4,6.98,0,-0.5,9,1458,1458,"2007/1/31",3,-4,0,2007,5
"1459",218.54,2.01,28,6.68,0,-0.8,9,1459,1459,"2007/2/1",3.5,-5,0,2007,5
"1460",168.5,2.51,28.3,6.6,0,-0.8,9,1460,1460,"2007/2/2",1.5,-3,0,2007,5
"1461",166.58,3.65,28.2,6.58,7.2,1,9,1461,1461,"2007/2/3",3,-1,7.2,2007,5
"1462",92.54,4.54,28.2,6.61,2.6,4.3,9,1462,1462,"2007/2/4",6.5,2,2.6,2007,6
"1463",235.75,2.57,28,6.7,2.6,5,9,1463,1463,"2007/2/5",7,3,2.6,2007,6
"1464",94.33,3.06,27.8,6.88,5.4,5.8,9,1464,1464,"2007/2/6",7,4.5,5.4,2007,6
"1465",92.58,3.35,27.3,6.86,5.6,6.8,9,1465,1465,"2007/2/7",8.5,5,5.6,2007,6
"1466",168.12,3.15,27.7,6.91,0.4,7,9,1466,1466,"2007/2/8",10.5,3.5,0.4,2007,6
"1467",170.58,3.52,27.9,6.89,4.9,6.8,9,1467,1467,"2007/2/9",8.5,5,4.9,2007,6
"1468",156.75,4.61,28.2,6.9,2.4,6.3,9,1468,1468,"2007/2/10",9.5,3,2.4,2007,6
"1469",162.04,3.39,26.6,6.65,0.2,7.3,18,1469,1469,"2007/2/11",11,3.5,0.2,2007,7
"1470",122.88,10.12,28,6.58,1,6.5,18,1470,1470,"2007/2/12",10,3,1,2007,7
"1471",156.75,2.88,28.3,7.14,0.2,5.3,18,1471,1471,"2007/2/13",10,0.5,0.2,2007,7
"1472",118.21,10.13,28.3,7.27,9.2,4.8,18,1472,1472,"2007/2/14",7,2.5,9.2,2007,7
"1473",112.91,8.97,28.4,7.25,0.2,9,18,1473,1473,"2007/2/15",14,4,0.2,2007,7
"1474",227.61,3.26,28.4,7.1,0.6,5.8,18,1474,1474,"2007/2/16",9.5,2,0.6,2007,7
"1475",117.25,11.53,28.7,7.1,8.2,6.3,18,1475,1475,"2007/2/17",11,1.5,8.2,2007,7
"1476",181.55,5.03,28.8,7.64,0.4,7.8,11,1476,1476,"2007/2/18",11,4.5,0.4,2007,8
"1477",95.14,9.58,29,7.93,4.8,6,11,1477,1477,"2007/2/19",8,4,4.8,2007,8
"1478",163.29,5.72,29.1,7.93,1.2,6.3,11,1478,1478,"2007/2/20",10,2.5,1.2,2007,8
"1479",134.62,10.23,28.9,7.98,0.8,3.8,11,1479,1479,"2007/2/21",7,0.5,0.8,2007,8
"1480",124.71,10.08,29.1,7.86,1.4,5.3,11,1480,1480,"2007/2/22",8,2.5,1.4,2007,8
"1481",157.58,6.1,28.7,7.36,1.2,4,11,1481,1481,"2007/2/23",9,-1,2.2,2007,8
"1482",115.5,10.89,28.8,7.35,3.8,3,11,1482,1482,"2007/2/24",7,-1,3.8,2007,8
"1483",107.04,12.9,29,6.91,2.4,5.5,8,1483,1483,"2007/2/25",9,2,2.4,2007,9
"1484",116.5,11.15,29,6.94,0.4,5,8,1484,1484,"2007/2/26",8,2,0.4,2007,9
"1485",204.54,3.99,28.8,6.99,0,2,8,1485,1485,"2007/2/27",7.5,-3.5,1.4,2007,9
"1486",303.38,7.25,26.5,7.05,0,2.3,8,1486,1486,"2007/2/28",5.5,-1,5,2007,9
"1487",262.96,7.46,28.2,7.14,0,0.8,8,1487,1487,"2007/3/1",7,-5.5,0,2007,9
"1488",114.87,8.7,28.3,7.17,16.8,0.8,8,1488,1488,"2007/3/2",4,-2.5,16.8,2007,9
"1489",186.38,4.17,28.2,7.06,2.5,4.5,8,1489,1489,"2007/3/3",8,1,2.5,2007,9
"1490",253.04,2.21,28.4,6.92,2,7,14,1490,1490,"2007/3/4",9,5,2,2007,10
"1491",115.62,5.93,28.8,6.92,1,8.5,14,1491,1491,"2007/3/5",11.5,5.5,1,2007,10
"1492",118.13,8.83,28.7,7.16,6.2,10,14,1492,1492,"2007/3/6",15.5,4.5,6.2,2007,10
"1493",150,8.11,28.5,7.29,3.4,9.3,14,1493,1493,"2007/3/7",12.5,6,3.4,2007,10
"1494",133.87,13.9,28.7,7.39,18.4,6,14,1494,1494,"2007/3/8",7.5,4.5,18.4,2007,10
"1495",121.79,15.6,28.7,7.44,0.8,7,14,1495,1495,"2007/3/9",10,4,0.8,2007,10
"1496",122.5,10.91,28.8,7.58,17.2,6.8,14,1496,1496,"2007/3/10",9,4.5,17.2,2007,10
"1497",115.33,11.4,28.7,7.83,29,15,1,1497,1497,"2007/3/11",23.5,6.5,29,2007,11
"1498",201.71,9.31,28.7,7.89,0.2,8,1,1498,1498,"2007/3/12",11,5,0.2,2007,11
"1499",171.65,6.3,28.7,7.72,0.4,4.8,1,1499,1499,"2007/3/13",10.5,-1,0.4,2007,11
"1500",266.67,5.93,28.2,7.38,0,4.3,1,1500,1500,"2007/3/14",8.5,0,0,2007,11
"1501",176.96,3.97,27.8,7.28,10.2,2.5,1,1501,1501,"2007/3/15",7.5,-2.5,10.2,2007,11
"1502",112.33,11.65,29.3,7.29,1,6,1,1502,1502,"2007/3/16",10.5,1.5,1,2007,11
"1503",121.5,9.67,28.7,7.26,0.8,9.3,1,1503,1503,"2007/3/17",10,8.5,0.8,2007,11
"1504",239.57,4.66,28.5,7.47,6.2,9,6,1504,1504,"2007/3/18",11.5,6.5,6.2,2007,12
"1505",134.14,9.02,29.3,7.74,4.8,10.3,6,1505,1505,"2007/3/19",13.5,7,4.8,2007,12
"1506",241.3,8.52,29,7.55,1.6,6,6,1506,1506,"2007/3/20",9,3,1.6,2007,12
"1507",192.83,8.17,28.2,7.47,0.4,3.3,6,1507,1507,"2007/3/21",8,-1.5,0.4,2007,12
"1508",102.08,11.28,28.4,7.61,0.6,8.3,6,1508,1508,"2007/3/22",11,5.5,0.6,2007,12
"1509",112.33,12.52,28.5,7.76,6.1,9.3,6,1509,1509,"2007/3/23",11,7.5,6.1,2007,12
"1510",127.39,10.31,28.6,7.76,2,9.8,6,1510,1510,"2007/3/24",13,6.5,2,2007,12
"1511",136.48,4.65,28.1,7.87,0.5,7.5,9,1511,1511,"2007/3/25",12.5,2.5,0.5,2007,13
"1512",116,7.02,28.2,7.86,0,5.3,9,1512,1512,"2007/3/26",11,-0.5,0,2007,13
"1513",322.25,11.61,26.5,7.87,0,5.3,9,1513,1513,"2007/3/27",11.5,-1,0,2007,13
"1514",208.04,7.19,27.7,7.96,0,5,9,1514,1514,"2007/3/28",11,-1,0,2007,13
"1515",113.55,9.33,28.3,7.82,0,8,9,1515,1515,"2007/3/29",14,2,0,2007,13
"1516",208.96,6.72,28.2,7.9,0.6,7.5,9,1516,1516,"2007/3/30",11.5,3.5,0.6,2007,13
"1517",297.71,8.33,28.1,7.89,0,4,9,1517,1517,"2007/3/31",10.5,-2.5,0,2007,13
"1518",278.71,7.06,27.5,7.84,0.8,4.8,4,1518,1518,"2007/4/1",9.5,0,0.8,2007,14
"1519",282.68,7.79,28.2,7.92,0,4.3,4,1519,1519,"2007/4/2",9,-0.5,0,2007,14
"1520",125.38,4.99,28.4,7.79,0,3.5,4,1520,1520,"2007/4/3",10,-3,0,2007,14
"1521",202.67,3.31,28.3,7.8,0,5,4,1521,1521,"2007/4/4",10,0,0,2007,14
"1522",111.39,2.2,28.2,7.97,1,8.8,4,1522,1522,"2007/4/5",10,7.5,1,2007,14
"1523",295.11,2.04,27.6,8.73,1.4,9.8,4,1523,1523,"2007/4/6",14,5.5,1.4,2007,14
"1524",281.89,2.07,27.6,8.85,1.6,10.8,4,1524,1524,"2007/4/7",13.5,8,1.6,2007,14
"1525",130.18,6.84,28.1,8.35,13,8,6,1525,1525,"2007/4/8",10,6,13,2007,15
"1526",154,5.29,28.1,8.12,0.6,8.8,6,1526,1526,"2007/4/9",12,5.5,0.6,2007,15
"1527",322.4,3.76,28.2,8.06,0.6,6.5,6,1527,1527,"2007/4/10",11.5,1.5,0.6,2007,15
"1528",114,5.07,28.1,8.23,0,5.5,6,1528,1528,"2007/4/11",10.5,0.5,0,2007,15
"1529",110.67,5.13,27.9,8.4,1.6,7.3,6,1529,1529,"2007/4/12",12.5,2,1.6,2007,15
"1530",120.64,13.8,29.3,8.58,23.6,7.8,6,1530,1530,"2007/4/13",10,5.5,23.6,2007,15
"1531",166.41,8.96,28.6,8.31,0.9,8.5,6,1531,1531,"2007/4/14",11.5,5.5,0.9,2007,15
"1532",287.29,4.35,28.5,8.43,2,6,11,1532,1532,"2007/4/15",11.5,0.5,2,2007,16
"1533",108.38,11.06,28.5,8.36,6.2,7.8,11,1533,1533,"2007/4/16",11,4.5,6.2,2007,16
"1534",136.16,6.53,28.7,8.32,0.4,8,11,1534,1534,"2007/4/17",12,4,0.4,2007,16
"1535",307.5,4.84,28.3,8.79,0.4,6.8,11,1535,1535,"2007/4/18",11.5,2,0.4,2007,16
"1536",249.47,3.3,28.3,9,0.2,6.5,11,1536,1536,"2007/4/19",12,1,0.2,2007,16
"1537",271.54,4.56,24.5,9.06,0,6.3,11,1537,1537,"2007/4/20",13,-0.5,0,2007,16
"1538",141,2.68,28.1,9.5,2.8,6.3,11,1538,1538,"2007/4/21",13.5,-1,2.8,2007,16
"1539",169.12,4.42,28.4,9.5,1.8,8.3,2,1539,1539,"2007/4/23",15.5,1,1.8,2007,17
"1540",114.25,8.8,28.2,9.62,2.4,11.8,2,1540,1540,"2007/4/24",16.5,7,2.4,2007,17
"1541",133.56,6.78,28.4,9.62,0.6,8.8,2,1541,1541,"2007/4/25",11.5,6,0.6,2007,17
"1542",117.67,12.9,28.6,9.24,7.9,10.3,2,1542,1542,"2007/4/26",14,6.5,7.9,2007,17
"1543",134.33,7.43,28.7,9.01,4.2,11.3,2,1543,1543,"2007/4/27",14,8.5,4.2,2007,17
"1544",290,5.9,28.5,8.91,0.4,8.3,2,1544,1544,"2007/4/28",14,2.5,0.4,2007,17
"1545",307.11,6.72,27.3,9.04,0,8.3,4,1545,1545,"2007/4/29",14,2.5,0,2007,18
"1546",248.62,4.45,26.6,9.23,0,8.3,4,1546,1546,"2007/4/30",14,2.5,0,2007,18
"1547",128,9.03,27.4,10,1.8,10.3,4,1547,1547,"2007/5/1",14,6.5,1.8,2007,18
"1548",104,6.88,27.3,9.87,0,10.8,4,1548,1548,"2007/5/2",15,6.5,0,2007,18
"1549",126.43,8.91,27.3,9.77,17,7.5,4,1549,1549,"2007/5/3",12,3,17,2007,18
"1550",284.88,5.82,27.7,9.52,0.4,9,4,1550,1550,"2007/5/4",14.5,3.5,0.4,2007,18
"1551",254.43,3.44,27.8,9.68,1,8.5,4,1551,1551,"2007/5/5",12.5,4.5,1,2007,18
"1552",102.43,9.23,27.8,10.02,0.2,9.8,3,1552,1552,"2007/5/6",12,7.5,0.2,2007,19
"1553",313.27,8.75,25.8,10.08,0,7,3,1553,1553,"2007/5/9",14,0,0,2007,19
"1554",275.11,5.9,26.3,10.66,0,7.5,3,1554,1554,"2007/5/10",15,0,0,2007,19
"1555",208.8,1.97,27.9,11.18,0,9.5,3,1555,1555,"2007/5/11",17.5,1.5,0,2007,19
"1556",305.29,9.26,26.9,11.3,0,10,3,1556,1556,"2007/5/12",18,2,0,2007,19
"1557",248.33,5.13,26.9,11.28,0,9.5,6,1557,1557,"2007/5/13",15.5,3.5,0,2007,20
