"","WDIR","GSPD","Salinity","SST","Total_Rain","Mean_Temp","outbreak_count","X","...1","Date","Max_Temp","Min_Temp","Total_Precip","year","epiweek"
"1",118.08,15.15,30,7.94,41.1,5.3,5,1,1,"2003/1/1",9,1.5,41.1,2003,1
"2",118.46,14.15,29.2,8.26,24.8,9.3,5,2,2,"2003/1/2",14,4.5,24.8,2003,1
"3",124.25,14.27,28.8,8.14,11.4,8.3,5,3,3,"2003/1/3",11.5,5,11.4,2003,1
"4",143.04,9.91,29.5,8.09,2.6,9.5,5,4,4,"2003/1/4",13,6,2.6,2003,1
"5",172.7,5.76,29.2,7.91,0,4.5,11,5,5,"2003/1/5",9,0,0,2003,2
"6",114.79,4.16,28.8,7.78,0,3,11,6,6,"2003/1/6",7.5,-1.5,0,2003,2
"7",186.42,3.24,28.1,7.71,0,3.5,11,7,7,"2003/1/7",9,-2,0,2003,2
"8",300.71,4.47,26.7,7.67,0,3.3,11,8,8,"2003/1/8",8.5,-2,0,2003,2
"9",171.04,1.79,28.2,7.69,0,1.3,11,9,9,"2003/1/9",5.5,-3,0,2003,2
"10",210.54,2.16,28.8,7.82,0,-0.5,11,10,10,"2003/1/10",2,-3,0,2003,2
"11",164.04,2.82,28.9,7.85,7,1.5,11,11,11,"2003/1/11",3.5,-0.5,7,2003,2
"12",237.58,4.23,27.8,7.89,0.6,3.8,7,12,12,"2003/1/12",6.5,1,0.6,2003,3
"13",104.91,3.55,28.1,7.9,9.2,5,7,13,13,"2003/1/13",8,2,9.2,2003,3
"14",217.58,4.32,28.6,8.1,0.4,5,7,14,14,"2003/1/14",9,1,0.4,2003,3
"15",161.62,3.97,28.7,7.97,0,4.8,7,15,15,"2003/1/15",7.5,2,0,2003,3
"16",106.75,2.57,29.3,7.26,0,4,7,16,16,"2003/1/16",9,-1,0,2003,3
"17",306.5,2.98,28.5,7.23,0.2,3.3,7,17,17,"2003/1/17",9,-2.5,0.2,2003,3
"18",239.42,2.6,29.2,7.12,0.5,2.8,7,18,18,"2003/1/18",6.5,-1,0.5,2003,3
"19",200.09,2.71,29.5,7.23,0.3,5,2,19,19,"2003/1/19",7.5,2.5,0.3,2003,4
"20",242.62,2.62,29.8,7.56,1.4,5.3,2,20,20,"2003/1/20",7,3.5,1.4,2003,4
"21",279.54,2.44,28.8,7.89,16.6,4.8,2,21,21,"2003/1/21",5.5,4,16.6,2003,4
"22",127.35,6.24,29.1,7.99,25.8,6.8,2,22,22,"2003/1/22",9.5,4,25.8,2003,4
"23",127.35,12.07,29.7,7.95,8.8,8.5,2,23,23,"2003/1/23",11,6,8.8,2003,4
"24",128.46,9.63,29.5,7.96,0.2,8.5,2,24,24,"2003/1/24",10,7,0.2,2003,4
"25",127.83,6.29,29.9,8,30.3,9.8,2,25,25,"2003/1/25",14,5.5,30.3,2003,4
"26",153.75,9.6,29.9,7.89,0.8,12.3,6,26,26,"2003/1/26",14.5,10,0.8,2003,5
"27",267.83,3.47,29.7,7.85,0,6.3,6,27,27,"2003/1/27",10.5,2,0,2003,5
"28",177.13,3.79,27.7,7.78,0.8,4.5,6,28,28,"2003/1/28",9.5,-0.5,0.8,2003,5
"29",117.83,9.54,29.6,7.66,5.8,5.5,6,29,29,"2003/1/29",7,4,5.8,2003,5
"30",133.04,6.14,29.7,7.72,13.8,7.8,6,30,30,"2003/1/30",12.5,3,13.8,2003,5
"31",134.88,11.43,29.7,7.79,2,9.3,6,31,31,"2003/1/31",13.5,5,2,2003,5
"32",184.58,4.95,29.5,7.82,0.6,6.5,6,32,32,"2003/2/1",9,4,0.6,2003,5
"33",227.29,1.7,29.1,7.85,0.5,5.8,3,33,33,"2003/2/2",8.5,3,0.5,2003,6
"34",312.88,7.17,29.2,7.86,0,4.3,3,34,34,"2003/2/3",9.5,-1,0,2003,6
"35",270.67,4.42,29.2,7.78,0,2.8,3,35,35,"2003/2/4",8,-2.5,0,2003,6
"36",244.08,3.48,29.1,7.56,0,1.8,3,36,36,"2003/2/5",5,-1.5,0,2003,6
"37",260.04,2.6,29,7.45,0,0.5,3,37,37,"2003/2/6",4,-3,0,2003,6
"38",247.25,2.8,29,7.47,0,1,3,38,38,"2003/2/7",3,-1,0,2003,6
"39",270.43,3.93,28.9,7.5,0.2,1.8,3,39,39,"2003/2/8",3,0.5,0.2,2003,6
"40",133,1.5,28.9,7.41,0.5,2.8,12,40,40,"2003/2/9",5.5,0,0.5,2003,7
"41",139.83,1.78,28.9,7.32,0.3,4.5,12,41,41,"2003/2/10",6.5,2.5,0.3,2003,7
"42",297.83,3.82,29.1,7.24,0,4.3,12,42,42,"2003/2/11",6.5,2,0,2003,7
"43",248.79,2.3,27.1,7.09,0,0.5,12,43,43,"2003/2/12",4,-3,0,2003,7
"44",218.79,2.04,28.1,7.11,0,2.3,12,44,44,"2003/2/13",8.5,-4,0,2003,7
"45",159.12,5.24,29,7.33,2,4.8,12,45,45,"2003/2/14",10.5,-1,2,2003,7
"46",141.17,8.69,28.5,7.95,0.8,7.5,12,46,46,"2003/2/15",10,5,0.8,2003,7
"47",146.83,7.64,29.6,7.78,1.9,6.5,6,47,47,"2003/2/16",10,3,1.9,2003,8
"48",221.46,3.1,29.5,7.76,0.4,4,6,48,48,"2003/2/17",9,-1,0.4,2003,8
"49",219.96,3.45,29.7,7.88,0.6,3.5,6,49,49,"2003/2/18",8,-1,0.6,2003,8
"50",127.75,10.44,29.4,8,1.4,7,6,50,50,"2003/2/19",10,4,1.4,2003,8
"51",126.46,9.61,29.7,8.32,0.5,6.3,6,51,51,"2003/2/20",8.5,4,0.5,2003,8
"52",155.04,3.31,29.8,8.53,0,6.5,6,52,52,"2003/2/21",9.5,3.5,0,2003,8
"53",323.67,8.94,29.7,8.37,0,4,6,53,53,"2003/2/22",10,-2,0,2003,8
"54",272.08,5.1,29.2,8.35,0,3,4,54,54,"2003/2/23",8,-2,0,2003,9
"55",292.79,3.78,29.3,8.15,0,0.8,4,55,55,"2003/2/24",7,-5.5,0,2003,9
"56",262.88,2.59,29.1,7.89,0,0,4,56,56,"2003/2/25",6.5,-6.5,0,2003,9
"57",244.62,3.1,29.1,7.71,0,3.5,4,57,57,"2003/2/26",9,-2,0,2003,9
"58",244.25,3.6,29.1,7.92,2.4,2,4,58,58,"2003/2/27",9,-5,2.4,2003,9
"59",173.58,3.13,28.9,7.98,0,4.5,4,59,59,"2003/2/28",7,2,0,2003,9
"60",211.33,2.83,29.1,7.84,2.4,3,4,60,60,"2003/3/1",7.5,-1.5,2.4,2003,9
"61",234.92,1.45,29.1,7.96,2,3,6,61,61,"2003/3/2",7,-1,2,2003,10
"62",266.12,5.28,29,8.08,0,8,6,62,62,"2003/3/3",12,4,0,2003,10
"63",236.17,4.14,29.3,8.05,0.9,7.3,6,63,63,"2003/3/4",10.5,4,0.9,2003,10
"64",204.08,3.3,29,8.04,1.4,6.5,6,64,64,"2003/3/5",11,2,1.4,2003,10
"65",260.58,4.85,28.8,7.84,0.2,4.8,6,65,65,"2003/3/6",10,-0.5,0.7,2003,10
"66",335.79,7.5,29,7.89,0,1.3,6,66,66,"2003/3/7",3,-0.5,0,2003,10
"67",323.62,6.64,29.2,7.94,0,-0.8,6,67,67,"2003/3/8",2.5,-4,6.5,2003,10
"68",140.08,3.49,28.8,7.73,2.6,2.3,7,68,68,"2003/3/9",5,-0.5,2.6,2003,11
"69",247.88,5.67,29.5,7.49,0.7,5.5,7,69,69,"2003/3/10",9,2,0.7,2003,11
"70",229.38,3.7,29.5,7.74,5,7,7,70,70,"2003/3/11",10,4,5,2003,11
"71",127.12,10.19,29.8,8.03,75.2,7.3,7,71,71,"2003/3/12",10,4.5,75.2,2003,11
"72",135,14.59,28.8,8.1,22.2,11.3,7,72,72,"2003/3/13",13.5,9,22.2,2003,11
"73",139.92,12.45,29.5,8.02,9.3,10.3,7,73,73,"2003/3/14",13,7.5,9.3,2003,11
"74",140.71,14.2,30,8.14,11.2,8.8,7,74,74,"2003/3/15",11,6.5,11.2,2003,11
"75",149,9.76,30,8.24,1.4,7,0,75,75,"2003/3/16",11.5,2.5,1.4,2003,12
"76",158.67,8.6,30,8.26,5,5.8,0,76,76,"2003/3/17",11,0.5,5,2003,12
"77",135.58,13.1,29.6,8.24,1.6,6.5,0,77,77,"2003/3/18",11.5,1.5,1.6,2003,12
"78",137.62,10.67,30,7.9,6.6,4.5,0,78,78,"2003/3/19",7.5,1.5,6.6,2003,12
"79",147.88,10.27,29.5,7.84,2.6,8,0,79,79,"2003/3/20",12,4,2.6,2003,12
"80",145.39,13.05,29.5,7.95,20.8,8,0,80,80,"2003/3/21",12.5,3.5,20.8,2003,12
"81",151.08,12.13,29.9,8.24,4.6,9.3,0,81,81,"2003/3/22",12.5,6,4.6,2003,12
"82",274.71,7.62,29.1,8.41,0,6.8,1,82,82,"2003/3/23",10,3.5,0,2003,13
"83",252.46,7.36,23.6,8.39,2.5,3,1,83,83,"2003/3/24",8.5,-2.5,2.5,2003,13
"84",157.71,7.77,29,8.35,1.2,5,1,84,84,"2003/3/25",10.5,-0.5,1.2,2003,13
"85",133.71,6.39,29.1,8.37,0.8,7.8,1,85,85,"2003/3/26",12.5,3,0.8,2003,13
"86",129.5,6.57,29.3,8.33,0,6.5,1,86,86,"2003/3/27",12,1,0,2003,13
"87",133.71,5.32,29.1,8.47,1.8,4.5,1,87,87,"2003/3/28",10.5,-1.5,1.8,2003,13
"88",120.33,6.99,29.4,8.61,4.2,9,1,88,88,"2003/3/29",12,6,4.2,2003,13
"89",134.83,9,29.4,8.47,4.8,9.8,3,89,89,"2003/3/30",11.5,8,4.8,2003,14
"90",165.42,9.03,29.5,8.51,0.6,8.3,3,90,90,"2003/3/31",12.5,4,0.6,2003,14
"91",213.92,5.56,29.4,8.64,8.7,4.8,3,91,91,"2003/4/1",9,0.5,8.7,2003,14
"92",169.08,6.25,29.3,8.59,0.9,4,3,92,92,"2003/4/2",8,0,0.9,2003,14
"93",139.83,3.97,29.4,8.53,0.6,5,3,93,93,"2003/4/3",10,0,0.6,2003,14
"94",271.79,4.79,28.9,8.56,0,4,3,94,94,"2003/4/4",9,-1,0,2003,14
"95",158.27,9.44,26.7,8.51,2.2,4.3,3,95,95,"2003/4/5",8,0.5,2.2,2003,14
"96",130.88,7.47,28.9,8.36,7.2,6,3,96,96,"2003/4/6",10,2,7.2,2003,15
"97",136.33,15.22,29.2,7.98,18,7.8,3,97,97,"2003/4/7",10,5.5,18,2003,15
"98",133.58,15.58,29.6,8.27,14.9,10,3,98,98,"2003/4/8",11,9,14.9,2003,15
"99",146.5,6.31,28.3,8.35,0,7.8,3,99,99,"2003/4/9",12.5,3,0,2003,15
"100",135.46,6.01,26.5,8.56,0.6,9,3,100,100,"2003/4/10",14.5,3.5,0.6,2003,15
"101",150.83,9.58,29,8.76,4.1,7.8,3,101,101,"2003/4/11",10.5,5,4.1,2003,15
"102",242.83,4.65,25.9,8.77,0,10,3,102,102,"2003/4/12",13.5,6.5,0,2003,15
"103",200.62,5.62,25.4,8.9,7,7,1,103,103,"2003/4/13",12,2,7,2003,16
"104",131.79,8.97,26.2,9.28,3.6,8.3,1,104,104,"2003/4/14",11,5.5,3.6,2003,16
"105",126.67,7.38,27.2,9.03,2.4,8.5,1,105,105,"2003/4/15",12,5,2.4,2003,16
"106",137.67,8.62,28.2,9.23,0,8,1,106,106,"2003/4/16",12,4,0,2003,16
"107",162.04,3.65,28.2,9.35,1.9,6.3,1,107,107,"2003/4/17",10,2.5,1.9,2003,16
"108",226.74,5.5,28.1,9.43,2.2,6.5,1,108,108,"2003/4/18",10.5,2.5,2.2,2003,16
"109",124.33,12.23,28.1,9.36,0,8.8,1,109,109,"2003/4/19",12,5.5,0,2003,16
"110",115.25,4.26,28.3,9.43,2,10,1,110,110,"2003/4/20",13.5,6.5,2,2003,17
"111",285.88,7.02,26.1,9.4,0,10.8,1,111,111,"2003/4/21",14.5,7,0,2003,17
"112",252.83,6.26,24,9.24,0,7.3,1,112,112,"2003/4/22",14,0.5,0,2003,17
"113",153.29,11.22,28.1,9.25,10,7.5,1,113,113,"2003/4/23",10,5,10,2003,17
"114",113.25,5.83,28.5,9.94,3.6,7.3,1,114,114,"2003/4/24",8.5,6,3.6,2003,17
"115",153.12,1.77,28.3,9.99,0,6.8,1,115,115,"2003/4/25",12,1.5,0,2003,17
"116",253.79,5.53,26.3,9.99,0,6.5,1,116,116,"2003/4/26",14,-1,0,2003,17
"117",179.96,3.58,27.7,10.2,0,9,1,117,117,"2003/4/27",14.5,3.5,0,2003,18
"118",239.21,2.65,28.2,10.58,0,8.5,1,118,118,"2003/4/28",17,0,0,2003,18
"119",277,4.35,28,11.38,0,11.3,1,119,119,"2003/4/29",21,1.5,0,2003,18
"120",125.62,3.08,27.4,11.47,0,11.5,1,120,120,"2003/4/30",19,4,0,2003,18
"121",235.88,3.33,28,11.63,0,10.5,1,121,121,"2003/5/1",17.5,3.5,0,2003,18
"122",240.58,4.82,29,11.69,0,9.3,1,122,122,"2003/5/2",16,2.5,0,2003,18
"123",236.46,5.89,28,11.71,6.5,8.3,1,123,123,"2003/5/3",12.5,4,6.5,2003,18
"124",244.71,6.2,27.8,11.46,6.4,8.5,0,124,124,"2003/5/4",11.5,5.5,6.4,2003,19
"125",262.42,5.67,27.5,11.28,0,7.5,0,125,125,"2003/5/5",12.5,2.5,0,2003,19
"126",251.71,5.15,27.5,11.11,0,7.5,0,126,126,"2003/5/6",15,0,0,2003,19
"127",263.17,5.5,27.6,11.37,2.5,7.5,0,127,127,"2003/5/7",12,3,2.5,2003,19
"128",223.61,4.58,27.6,11.99,0,9.8,0,128,128,"2003/5/8",18,1.5,0,2003,19
"129",254.87,4.56,27.6,12.21,0,11,0,129,129,"2003/5/9",19.5,2.5,0,2003,19
"130",182.08,2.81,27.9,12.21,0,10.8,0,130,130,"2003/5/10",18.5,3,0,2003,19
"131",236.54,3.64,28,12.69,0,11.5,0,131,131,"2003/5/11",18,5,0,2003,20
"132",272,5.47,28,12.82,0,11,0,132,132,"2003/5/12",18,4,0,2003,20
"133",203.17,5.51,27.7,12.69,2.2,10.8,0,133,133,"2003/5/13",15.5,6,2.2,2003,20
"134",180.25,6.88,28.6,12.59,0.2,12.5,0,134,134,"2003/5/14",15.5,9.5,0.2,2003,20
"135",219.96,5.08,28.8,12.03,0.5,6.3,0,135,135,"2003/5/15",11.5,1,0.5,2003,20
"136",241.46,4.48,27.8,12.06,6,4.5,0,136,136,"2003/5/16",10.5,-1.5,6,2003,20
"137",314.17,6.08,28,12.19,0,7.3,0,137,137,"2003/5/17",14,0.5,0,2003,20
"138",254.79,6.37,28.2,12.42,0,8.5,0,138,138,"2003/5/18",16.5,0.5,0,2003,21
"139",178.92,3.87,28.2,12.28,0,7.8,0,139,139,"2003/5/19",15,0.5,0,2003,21
"140",186.71,5.03,28.5,12.46,3.8,9.5,0,140,140,"2003/5/20",16,3,3.8,2003,21
"141",130.5,7.26,28.1,12.58,3.2,12.5,0,141,141,"2003/5/21",15,10,3.2,2003,21
"142",144.62,6.76,28.1,12.73,3.4,12.8,0,142,142,"2003/5/22",15.5,10,3.4,2003,21
"143",138.17,5.59,28.1,12.25,3.2,14.8,0,143,143,"2003/5/23",19.5,10,3.2,2003,21
"144",146.92,5.18,28.7,12.53,3.2,15.5,0,144,144,"2003/5/24",18,13,3.2,2003,21
"145",183.5,4.86,28.8,12.09,0,13.3,1,145,145,"2003/5/25",18,8.5,0,2003,22
"146",221.29,4.95,28.3,13.04,0.7,10.8,1,146,146,"2003/5/26",17.5,4,0.7,2003,22
"147",171.58,5.43,28.1,12.76,0.4,13.3,1,147,147,"2003/5/27",17.5,9,0.4,2003,22
"148",224.25,5.19,28.5,12.58,0,14,1,148,148,"2003/5/28",20,8,0,2003,22
"149",268.7,4,29,12.79,0,14.3,1,149,149,"2003/5/29",22,6.5,0,2003,22
"150",277.88,4.2,29.3,13.23,0,15,1,150,150,"2003/5/30",24,6,0,2003,22
"151",129.83,6.2,28.5,13.77,0,13.8,1,151,151,"2003/5/31",18,9.5,0,2003,22
"152",233.42,5.66,28.3,13.83,0.4,14,1,152,152,"2003/6/1",18.5,9.5,0.4,2003,23
"153",316.23,7.92,27.9,14,0,12,1,153,153,"2003/6/2",18.5,5.5,0,2003,23
"154",329.06,7.69,28,14.09,0,13,1,154,154,"2003/6/3",22,4,0,2003,23
"155",300.62,4.43,27.5,14.2,0,16,1,155,155,"2003/6/4",27,5,0,2003,23
"156",270.31,4.54,27.5,14.5,0,19.3,1,156,156,"2003/6/5",30.5,8,0,2003,23
"157",297.92,4.53,27.7,14.68,0,21,1,157,157,"2003/6/6",32,10,0,2003,23
"158",334.21,8.09,27.3,14.6,0,19,1,158,158,"2003/6/7",27,11,0,2003,23
"159",341,11.96,26.8,14.49,0,15.5,1,159,159,"2003/6/8",22.5,8.5,0,2003,24
"160",304.86,6.11,27.1,14.28,0,13.5,1,160,160,"2003/6/9",20,7,0,2003,24
"161",243.83,4.03,27.5,14.15,0,15.8,1,161,161,"2003/6/10",20.5,11,0,2003,24
"162",161.67,3.77,27.5,14.04,0,14.3,1,162,162,"2003/6/11",19,9.5,0,2003,24
"163",130.55,5.61,27.9,13.51,1.1,13.5,1,163,163,"2003/6/12",16,11,1.1,2003,24
"164",157.5,7.85,28.5,13.49,0.2,13.8,1,164,164,"2003/6/13",17.5,10,0.2,2003,24
"165",145.86,10.78,28.3,13.2,0,13,1,165,165,"2003/6/14",17,9,0,2003,24
"166",135.83,5.1,28.6,14.36,0,13.8,0,166,166,"2003/6/15",20.5,7,0,2003,25
"167",209,2.01,28.8,14.7,0,14.5,0,167,167,"2003/6/16",23,6,0,2003,25
"168",215.33,2.05,28.9,14.91,0,17.8,0,168,168,"2003/6/17",28.5,7,0,2003,25
"169",281,6.11,27.5,15.05,0,18.5,0,169,169,"2003/6/18",20.5,16.5,0,2003,25
"170",294.92,5.83,27.6,15.27,0.2,12.8,0,170,170,"2003/6/19",18.5,7,0.2,2003,25
"171",258,7.11,27.6,15.35,0.6,13.3,0,171,171,"2003/6/20",16.5,10,0.6,2003,25
"172",297.17,5.43,26.1,15.24,0,14.5,0,172,172,"2003/6/21",20,9,0,2003,25
"173",243.79,5.07,26.1,15.74,0,14.8,1,173,173,"2003/6/22",20,NA,0,2003,26
"174",258.46,4.19,26.6,15.93,0,16,1,174,174,"2003/6/23",23,9,0,2003,26
"175",229.58,2.98,26.6,16.14,0,16.5,1,175,175,"2003/6/24",24,9,0,2003,26
"176",263.67,3.6,26.5,15.96,0,20.5,1,176,176,"2003/6/25",26,15,0,2003,26
"177",310.35,4.38,26.5,15.84,0,18.3,1,177,177,"2003/6/26",25.5,11,0,2003,26
"178",331.83,7.79,26.2,16.08,0,18.3,1,178,178,"2003/6/27",25.5,11,0,2003,26
"179",278.5,4.38,27.1,16.38,0,15,1,179,179,"2003/6/28",NA,NA,0,2003,26
"180",277.42,4.79,27.1,17.39,9,18,0,180,180,"2003/6/29",NA,NA,9,2003,27
"181",187.91,4.6,28.4,16.93,0,17,0,181,181,"2003/6/30",23,11,0,2003,27
"182",262.79,4.01,27.8,15.95,0.6,17.8,0,182,182,"2003/7/1",20,NA,0.6,2003,27
"183",251.75,4.03,27.9,15.83,0,13.3,0,183,183,"2003/7/2",20,6.5,0,2003,27
"184",285.79,4.21,27.4,15.74,0,14.5,0,184,184,"2003/7/3",22,7,0,2003,27
"185",287.04,4.12,27.7,16.11,1,16,0,185,185,"2003/7/4",21.5,10.5,1,2003,27
"186",310.5,4.58,27.7,16.83,0,13.3,0,186,186,"2003/7/5",NA,NA,0,2003,27
"187",323.71,6.22,28,16.96,0,16,0,187,187,"2003/7/6",24,8,0,2003,28
"188",228.77,3.28,27.2,16.88,0,12.3,0,188,188,"2003/7/7",23.5,NA,0,2003,28
"189",171.95,4.78,27.4,16.64,0,16.8,0,189,189,"2003/7/8",20,13.5,0,2003,28
"190",117.64,3.74,28.1,16.95,0,17.8,0,190,190,"2003/7/9",24,11.5,0,2003,28
"191",245.96,2.8,28,17.12,0,19,0,191,191,"2003/7/10",29,9,0,2003,28
"192",234.38,3.7,28.1,17.32,0,19.3,0,192,192,"2003/7/11",26.5,12,0,2003,28
"193",173.25,6.5,28.9,16.92,0,16.3,0,193,193,"2003/7/12",NA,NA,0,2003,28
"194",145.29,10.74,29.2,16.54,3,19.8,0,194,194,"2003/7/13",20,NA,3,2003,29
"195",136.46,10.42,28.6,16.29,0,16.8,0,195,195,"2003/7/14",21.5,12,0,2003,29
"196",186.74,4.07,28.9,16.35,0,15.3,0,196,196,"2003/7/15",23,7.5,0,2003,29
"197",213,5.2,28.9,17.17,0,16.5,0,197,197,"2003/7/16",22,11,0,2003,29
"198",290.79,5.07,28.9,17.75,0,15,0,198,198,"2003/7/17",23,7,0,2003,29
"199",233.09,3.02,28.2,18.11,0,17.8,0,199,199,"2003/7/18",27,8.5,0,2003,29
"200",234.48,2.9,24,18.01,0,19,0,200,200,"2003/7/19",NA,NA,0,2003,29
"201",185.57,5.41,25.6,17.43,0,21,1,201,201,"2003/7/20",25.5,NA,0,2003,30
"202",284.52,3.13,26.2,17.46,0,20,1,202,202,"2003/7/21",27.5,12.5,0,2003,30
"203",329.54,7.43,26.3,17.21,0,18.3,1,203,203,"2003/7/22",25.5,11,0,2003,30
"204",335.08,9.37,26.1,17.16,0,16.3,1,204,204,"2003/7/23",23,9.5,0,2003,30
"205",316.62,7.24,26.9,16.99,0,15.5,1,205,205,"2003/7/24",23.5,7.5,0,2003,30
"206",293.21,4.94,26.1,16.99,0,14,1,206,206,"2003/7/25",NA,10,0,2003,30
"207",265.62,3.61,26.9,16.93,0,17,1,207,207,"2003/7/26",NA,NA,0,2003,30
"208",318.54,6.62,26.1,17.35,0,15.8,0,208,208,"2003/7/27",28,NA,0,2003,31
"209",328,6.47,26.8,17.24,0,13.3,0,209,209,"2003/7/28",30,NA,0,2003,31
"210",309.79,4.81,27.1,17.14,0,22.3,0,210,210,"2003/7/29",33,11.5,0,2003,31
"211",337.38,8.22,26.8,16.8,0,20.5,0,211,211,"2003/7/30",28.5,12.5,0,2003,31
"212",308.33,6.48,26.9,16.99,0,17.8,0,212,212,"2003/7/31",24,11.5,0,2003,31
"213",210.33,2.7,27.1,17.38,0,16.3,0,213,213,"2003/8/1",22.5,10,0,2003,31
"214",304.58,5.33,27.4,17.57,0,16,0,214,214,"2003/8/2",NA,NA,0,2003,31
"215",298.08,5.73,27.4,17.41,0,16.3,0,215,215,"2003/8/3",27,NA,0,2003,32
"216",257.43,4.47,28.6,17.46,0,17.8,0,216,216,"2003/8/4",26,NA,0,2003,32
"217",280.38,4.12,27.8,17.38,0,18.5,0,217,217,"2003/8/5",28.5,8.5,0,2003,32
"218",209.25,5.52,28,17.06,0,16.8,0,218,218,"2003/8/6",21.5,12,0,2003,32
"219",203.5,3.02,28,17.04,0,17.5,0,219,219,"2003/8/7",25,10,0,2003,32
"220",235.25,3.33,27.9,16.94,0.6,16.3,0,220,220,"2003/8/8",22.5,10,0.6,2003,32
"221",229.42,3.71,27.9,17.04,0,18,0,221,221,"2003/8/9",NA,NA,0,2003,32
"222",248.96,5.31,28.4,17.45,0,21.5,0,222,222,"2003/8/10",24.5,NA,0,2003,33
"223",257.96,5.23,28.4,17.68,4.2,14.5,0,223,223,"2003/8/11",20,9,4.2,2003,33
"224",247.54,4.2,28.3,17.87,0,16.5,0,224,224,"2003/8/12",22,11,0,2003,33
"225",298.71,4.99,28.1,18.26,0,15.5,0,225,225,"2003/8/13",22,9,0,2003,33
"226",304.5,4.44,28.1,18.52,0,18.8,0,226,226,"2003/8/14",26,11.5,0,2003,33
"227",276.12,3.22,27.6,18.17,0,20,0,227,227,"2003/8/15",31,9,0,2003,33
"228",136.88,5.74,27.7,18.21,0,17.6,0,228,228,"2003/8/16",26,NA,0,2003,33
"229",210.33,2.86,28.2,17.41,0,17.3,0,229,229,"2003/8/17",NA,NA,0,2003,34
"230",214.83,4.21,27.8,17.41,0,18,0,230,230,"2003/8/18",25.5,10.5,0,2003,34
"231",331.04,9.93,28.1,17.5,0,17,0,231,231,"2003/8/19",24.5,9.5,0,2003,34
"232",275.92,6.99,27.9,17.71,0,15.8,0,232,232,"2003/8/20",23.5,8,0,2003,34
"233",290.29,4.32,27.6,17.32,0,16.3,0,233,233,"2003/8/21",23,9.5,0,2003,34
"234",268.71,4.55,27.6,16.67,0,17.8,0,234,234,"2003/8/22",22,13.5,0,2003,34
"235",239.46,3.2,27.9,16.47,0,14.5,0,235,235,"2003/8/23",NA,NA,0,2003,34
"236",247.88,3.46,27.9,16.99,0.5,13.8,2,236,236,"2003/8/24",22,5.5,0.5,2003,35
"237",138.39,3.23,28.2,16.53,0.3,17,2,237,237,"2003/8/25",21.5,12.5,0.3,2003,35
"238",193.52,2.89,28.7,16.34,0,15.5,2,238,238,"2003/8/26",22,9,0,2003,35
"239",271.46,4.18,27.9,16.45,0,16,2,239,239,"2003/8/27",22.5,9.5,0,2003,35
"240",288.39,5.1,28.3,16.58,0,15.8,2,240,240,"2003/8/28",24.5,7,0,2003,35
"241",277.25,3.64,28.2,16.84,0,17,2,241,241,"2003/8/29",26,8,0,2003,35
"242",260.21,3.38,28.2,16.79,0,13.3,2,242,242,"2003/8/30",NA,NA,0,2003,35
"243",333.92,8.83,28.1,15.78,0,11.5,1,243,243,"2003/8/31",24,NA,0,2003,36
"244",320.33,8.43,28.3,15.6,0,16,1,244,244,"2003/9/1",27,5,0,2003,36
"245",315.58,5.45,28.3,15.73,0,18.5,1,245,245,"2003/9/2",29,8,0,2003,36
"246",319.3,6.08,26.6,15.76,0,18,1,246,246,"2003/9/3",27.5,8.5,0,2003,36
"247",277.92,4.97,27.7,15.43,0,18,1,247,247,"2003/9/4",27,9,0,2003,36
"248",204.3,2.73,28,15.32,0,19.8,1,248,248,"2003/9/5",25.5,14,0,2003,36
"249",177.29,4.69,28.2,15.15,14.2,13.8,1,249,249,"2003/9/6",19.5,8,14.2,2003,36
"250",153.58,5.19,28.2,14.99,5.8,16.5,0,250,250,"2003/9/7",19.5,13.5,5.8,2003,37
"251",263.12,4.05,28.2,14.99,0,13,0,251,251,"2003/9/8",19.5,6.5,0,2003,37
"252",143.96,4.62,28.4,14.76,0.2,15,0,252,252,"2003/9/9",20,10,0.2,2003,37
"253",147.21,7.18,28.5,14.07,0.5,13.3,0,253,253,"2003/9/10",17,9.5,0.5,2003,37
"254",225.04,4.28,28.6,13.68,0.4,15.8,0,254,254,"2003/9/11",20,11.5,0.4,2003,37
"255",275.65,8.76,28.9,13.78,0,12.5,0,255,255,"2003/9/12",20,5,0,2003,37
"256",256.92,3.15,29,13.9,2.4,11.5,0,256,256,"2003/9/13",19,4,2.4,2003,37
"257",282.08,7.15,28.7,14.37,0,13.5,0,257,257,"2003/9/14",19,8,0,2003,38
"258",269,4.68,28.4,14.46,1.2,11.8,0,258,258,"2003/9/15",18.5,5,1.2,2003,38
"259",257.96,5.29,28.6,14.59,0,12.5,0,259,259,"2003/9/16",16,9,0,2003,38
"260",263.04,6.49,28.4,14.67,1.4,9.8,0,260,260,"2003/9/17",16.5,3,1.4,2003,38
"261",130.65,14.46,28.7,14.52,3.2,13.5,0,261,261,"2003/9/18",18,9,3.2,2003,38
"262",251.04,4.6,28.6,13.69,0,14.5,0,262,262,"2003/9/19",19.5,9.5,0,2003,38
"263",290.5,4.09,28.5,13.67,0,11.8,0,263,263,"2003/9/20",19,4.5,0,2003,38
"264",288.88,3.67,28.6,13.71,0,10.8,3,264,264,"2003/9/21",18,3.5,0,2003,39
"265",276.92,2.96,28.7,13.52,0,12.3,3,265,265,"2003/9/22",20,4.5,0,2003,39
